'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
intersection40,28,3265,0,9,17.89
intersection44,28,3265,0,5,51.9
intersection109,28,3265,0,16,18.69
intersection141,29,3368,0,0,0.0
intersection133,29,3369,0,0,0.0
intersection97,29,3381,0,1,0.0
intersection33,29,3382,0,15,2.63
intersection35,29,3382,0,10,43.5
intersection40,29,3382,0,12,32.54
intersection44,29,3382,0,11,8.14
intersection109,29,3382,0,5,4.9
intersection141,30,3484,0,0,0.0
intersection133,30,3485,0,0,0.0
intersection97,30,3498,0,0,0.0
intersection33,30,3498,0,21,36.33
intersection35,30,3498,0,14,21.39
intersection40,30,3498,0,8,0.06
intersection44,30,3498,0,9,13.33
intersection109,30,3498,0,11,21.86
intersection141,31,3600,0,0,0.0
