'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
intersection40,28,3265,0,11,1.41
intersection44,28,3265,0,8,4.25
intersection109,28,3265,0,6,9.08
intersection133,29,3368,0,0,0.0
intersection141,29,3370,0,0,0.0
intersection97,29,3381,0,0,0.0
intersection33,29,3382,0,15,11.77
intersection35,29,3382,0,12,48.25
intersection40,29,3382,0,12,7.0
intersection44,29,3382,0,6,26.08
intersection109,29,3382,0,6,0.0
intersection133,30,3484,0,0,0.0
intersection141,30,3486,0,0,0.0
intersection97,30,3498,0,3,23.5
intersection33,30,3498,0,17,22.21
intersection35,30,3498,0,10,23.35
intersection40,30,3498,0,17,18.12
intersection44,30,3498,0,4,17.5
intersection109,30,3498,0,7,23.21
