Time_Seconds,Lane_ID,Phase_ID,Density_Phi,Pressure_W
25,32Mt_L1_NS,NONE,0.01,0.0
25,32Mt_L2_NS,NONE,0.009,0.0
35,NvcNvl_L3_NS,NONE,0.007,0.0
35,NvcNvl_L2_NS,NONE,0.007,0.0
35,NvcNvl_L1_NS,NONE,0.009,0.0
40,304Nvl_L1_NS,304NVL_NS,0.009,0.009
40,304Nvl_L3_NS,NONE,0.007,0.0
40,304Nvl_L2_NS,304NVL_NS,0.008,0.008
45,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.007
45,NvcCmt8_L2_NS,NONE,0.011,0.0
45,NvcCmt8_L1_NS,NONE,0.008,0.0
50,304Nvl_L1_NS,NONE,0.007,0.0
50,32Nvl_L3_NS,NONE,0.008,0.0
50,32Nvl_L2_NS,32NVL_NS,0.008,0.008
50,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.007
50,32Nvl_L1_NS,32NVL_NS,0.007,0.007
55,NvcNvl_L1_EW,NVCNVL_EW,0.014,0.014
55,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
55,NvcNvl_L3_EW,NONE,0.009,0.0
60,304Nvl_L1_EW,304NVL_EW,0.008,0.008
60,304Nvl_L2_EW,304NVL_EW,0.007,0.007
60,NvcNvl_L3_NS,NONE,0.034,0.0
60,NvcNvl_L2_NS,NONE,0.033,0.0
60,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.007
60,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
60,304Nvl_L3_EW,NONE,0.006,0.0
60,NvcNvl_L1_NS,NONE,0.044,0.0
60,NvcNvl_L3_EW,NONE,0.009,0.0
65,304Nvl_L1_EW,304NVL_EW,0.008,0.008
65,304Nvl_L2_EW,304NVL_EW,0.007,0.007
65,32Nvl_L3_NS,NONE,0.008,0.0
65,32Nvl_L2_NS,32NVL_NS,0.008,0.008
65,NvcCmt8_L2_NS,NONE,0.011,0.0
65,32Thn_L1_EW,32THN_EW,0.008,0.008
65,32Thn_L2_EW,32THN_EW,0.008,0.008
65,NvcCmt8_L1_NS,NONE,0.008,0.0
65,32Thn_L3_EW,NONE,0.008,0.0
65,304Nvl_L3_EW,NONE,0.006,0.0
65,32Nvl_L1_NS,32NVL_NS,0.007,0.007
70,304Nvl_L1_NS,304NVL_NS,0.009,0.004
70,304Nvl_L3_NS,NONE,0.007,0.0
70,304Nvl_L1_NS,NONE,0.015,0.0
70,32Nvl_L3_NS,NONE,0.007,0.0
70,32Nvl_L1_NS,32NVL_NS,0.007,-0.023
70,32Nvl_L3_NS,NONE,0.008,0.0
70,32Nvl_L2_NS,32NVL_NS,0.008,0.003
70,NvcNvl_L1_NS,NVCNVL_NS,0.033,0.028
70,32Mt_L1_NS,NONE,0.01,0.0
70,32Thn_L1_EW,NONE,0.01,0.0
70,304Nvl_L2_NS,304NVL_NS,0.008,0.002
70,32Nvl_L2_NS,32NVL_NS,0.007,0.001
70,32Nvl_L1_NS,32NVL_NS,0.007,-0.023
70,32Mt_L2_NS,NONE,0.009,0.0
75,304Nvl_L1_NS,304NVL_NS,0.009,0.004
75,304Nvl_L3_NS,NONE,0.007,0.0
75,32Nvl_L1_NS,32NVL_NS,0.007,-0.023
75,32Nvl_L3_NS,NONE,0.017,0.0
75,32Nvl_L2_NS,32NVL_NS,0.016,0.01
75,NvcNvl_L1_NS,NVCNVL_NS,0.033,0.028
75,32Mt_L1_EW,NONE,0.007,0.0
75,304Nvl_L2_NS,304NVL_NS,0.008,-0.003
75,32Nvl_L2_NS,32NVL_NS,0.007,0.001
75,32Nvl_L1_NS,32NVL_NS,0.013,-0.016
80,304Nvl_L1_NS,304NVL_NS,0.009,0.004
80,304Nvl_L3_NS,NONE,0.007,0.0
80,304Nvl_L1_EW,304NVL_EW,0.008,0.008
80,304Nvl_L2_EW,304NVL_EW,0.007,0.007
80,32Nvl_L1_NS,32NVL_NS,0.007,0.001
80,32Nvl_L3_NS,NONE,0.017,0.0
80,32Nvl_L2_NS,32NVL_NS,0.016,0.01
80,NvcNvl_L3_NS,NONE,0.081,0.0
80,NvcNvl_L2_NS,NONE,0.079,0.0
80,NvcMt_L1_NS,NVCMT_NS,0.007,0.007
80,NvcCmt8_L2_NS,NONE,0.011,0.0
80,32Thn_L1_EW,32THN_EW,0.008,0.008
80,32Thn_L2_EW,32THN_EW,0.008,0.008
80,NvcCmt8_L1_NS,NONE,0.008,0.0
80,32Thn_L3_EW,NONE,0.008,0.0
80,304Nvl_L2_NS,304NVL_NS,0.008,-0.003
80,304Nvl_L3_EW,NONE,0.006,0.0
80,32Nvl_L2_NS,32NVL_NS,0.007,0.001
80,32Nvl_L1_NS,32NVL_NS,0.013,0.007
80,NvcNvl_L1_NS,NONE,0.105,0.0
80,NvcMt_L2_NS,NVCMT_NS,0.005,0.005
85,304Nvl_L1_NS,304NVL_NS,0.009,0.004
85,304Nvl_L3_NS,NONE,0.007,0.0
85,32Nvl_L1_NS,32NVL_NS,0.007,0.001
85,32Nvl_L3_NS,NONE,0.017,0.0
85,32Nvl_L2_NS,32NVL_NS,0.016,0.01
85,32Mt_L1_NS,NONE,0.01,0.0
85,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
85,NvcMt_L1_NS,NVCMT_NS,0.007,0.007
85,32Thn_L1_EW,NONE,0.01,0.0
85,32Thn_L1_EW,32THN_EW,0.008,0.008
85,32Thn_L2_EW,32THN_EW,0.008,0.008
85,32Thn_L3_EW,NONE,0.008,0.0
85,304Nvl_L2_NS,304NVL_NS,0.008,-0.003
85,32Nvl_L2_NS,32NVL_NS,0.007,0.001
85,32Nvl_L1_NS,32NVL_NS,0.013,0.007
85,32Mt_L2_NS,NONE,0.009,0.0
85,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
85,NvcMt_L2_NS,NVCMT_NS,0.005,0.005
90,304Nvl_L1_NS,304NVL_NS,0.018,0.008
90,304Nvl_L3_NS,NONE,0.015,0.0
90,304Nvl_L1_EW,304NVL_EW,0.008,0.008
90,32Nvl_L3_NS,NONE,0.007,0.0
90,32Nvl_L1_NS,32NVL_NS,0.014,0.001
90,32Nvl_L3_NS,NONE,0.025,0.0
90,32Nvl_L2_NS,32NVL_NS,0.024,0.013
90,32Mt_L1_NS,NONE,0.01,0.0
90,NvcMt_L1_NS,NVCMT_NS,0.007,0.007
90,32Thn_L1_EW,NONE,0.01,0.0
90,304Nvl_L2_NS,304NVL_NS,0.015,-0.001
90,32Nvl_L2_NS,32NVL_NS,0.013,0.003
90,32Nvl_L1_NS,32NVL_NS,0.02,0.007
90,32Mt_L2_NS,NONE,0.009,0.0
90,NvcMt_L2_NS,NVCMT_NS,0.005,0.005
95,304Nvl_L1_NS,304NVL_NS,0.027,0.013
95,304Nvl_L3_NS,NONE,0.022,0.0
95,304Nvl_L1_EW,304NVL_EW,0.008,0.008
95,304Nvl_L2_EW,304NVL_EW,0.007,0.007
95,32Nvl_L3_NS,NONE,0.014,0.0
95,32Nvl_L1_NS,32NVL_NS,0.021,0.002
95,32Nvl_L3_NS,NONE,0.025,0.0
95,32Nvl_L2_NS,32NVL_NS,0.024,0.008
95,NvcNvl_L3_NS,NONE,0.007,0.0
95,NvcNvl_L2_NS,NONE,0.007,0.0
95,NvcNvl_L1_EW,NVCNVL_EW,0.007,-0.02
95,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
95,32Mt_L1_EW,NONE,0.007,0.0
95,NvcMt_L1_EW,NVCMT_EW,0.038,0.033
95,NvcMt_L1_NS,NVCMT_NS,0.007,0.007
95,NvcCmt8_L2_NS,NONE,0.012,0.0
95,32Thn_L1_EW,32THN_EW,0.008,0.008
95,32Thn_L2_EW,32THN_EW,0.008,0.008
95,32Thn_L3_EW,NONE,0.008,0.0
95,304Nvl_L2_NS,304NVL_NS,0.023,0.006
95,304Nvl_L3_EW,NONE,0.006,0.0
95,32Nvl_L2_NS,32NVL_NS,0.02,0.004
95,32Nvl_L1_NS,32NVL_NS,0.02,0.001
95,NvcNvl_L1_NS,NONE,0.009,0.0
95,NvcNvl_L3_EW,NONE,0.009,0.0
95,NvcMt_L2_EW,NVCMT_EW,0.048,0.042
95,NvcMt_L2_NS,NVCMT_NS,0.005,0.005
95,NvcCmt8_L1_NS,NONE,0.011,0.0
100,304Nvl_L1_NS,304NVL_NS,0.027,0.013
100,304Nvl_L3_NS,NONE,0.022,0.0
100,304Nvl_L1_EW,304NVL_EW,0.008,0.008
100,304Nvl_L2_EW,304NVL_EW,0.007,0.007
100,32Nvl_L3_NS,NONE,0.007,0.0
100,32Nvl_L1_NS,32NVL_NS,0.021,0.002
100,32Nvl_L1_EW,32NVL_EW,0.035,0.03
100,32Nvl_L2_EW,32NVL_EW,0.039,0.035
100,32Nvl_L3_NS,NONE,0.025,0.0
100,32Nvl_L2_NS,32NVL_NS,0.024,0.008
100,NvcNvl_L3_NS,NONE,0.007,0.0
100,NvcNvl_L2_NS,NONE,0.007,0.0
100,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.003
100,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
100,32Mt_L1_EW,32MT_EW,0.007,-0.018
100,NvcMt_L2_NS,NONE,0.005,0.0
100,NvcMt_L1_EW,NVCMT_EW,0.006,0.001
100,NvcMt_L1_NS,NVCMT_NS,0.007,0.007
100,32Thn_L1_EW,NONE,0.01,0.0
100,304Nvl_L2_NS,304NVL_NS,0.023,0.006
100,304Nvl_L3_EW,NONE,0.006,0.0
100,32Nvl_L2_NS,32NVL_NS,0.02,0.004
100,32Nvl_L3_EW,NONE,0.031,0.0
100,32Nvl_L1_NS,32NVL_NS,0.02,0.001
100,NvcNvl_L1_NS,NONE,0.009,0.0
100,NvcNvl_L3_EW,NONE,0.009,0.0
100,32Mt_L2_EW,32MT_EW,0.005,-0.022
100,NvcMt_L1_NS,NONE,0.005,0.0
100,NvcMt_L2_EW,NVCMT_EW,0.008,0.002
100,NvcMt_L2_NS,NVCMT_NS,0.005,0.005
105,304Nvl_L1_NS,304NVL_NS,0.027,0.013
105,304Nvl_L3_NS,NONE,0.022,0.0
105,304Nvl_L1_NS,NONE,0.007,0.0
