'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,7,7.29
intersection35,1,120,0,3,0.0
intersection40,1,120,0,1,0.0
intersection44,1,120,0,1,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,7,4.79
intersection35,2,236,0,2,8.0
intersection40,2,236,0,3,0.0
intersection44,2,236,0,3,0.0
intersection97,2,236,0,1,2.0
intersection109,2,236,0,1,0.0
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,7,13.29
intersection35,3,353,0,14,29.57
intersection40,3,353,0,6,2.92
intersection44,3,353,0,3,8.67
intersection97,3,353,0,0,0.0
intersection109,3,353,0,8,27.56
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,8,13.0
intersection35,4,469,0,7,19.79
intersection40,4,469,0,7,34.57
intersection44,4,469,0,9,7.5
intersection97,4,469,0,1,75.0
intersection109,4,469,0,8,20.94
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,0,22,18.7
intersection35,5,586,0,15,15.43
intersection40,5,586,0,6,0.17
intersection44,5,586,0,7,12.14
intersection97,5,586,0,3,24.33
intersection109,5,586,0,11,21.09
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,0,14,5.86
intersection35,6,702,0,16,21.84
intersection40,6,702,0,16,41.53
intersection44,6,702,0,9,3.06
intersection97,6,702,0,2,32.5
intersection109,6,702,0,9,15.67
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,0,26,19.81
intersection35,7,819,0,12,46.58
intersection40,7,819,0,3,17.0
intersection44,7,819,0,6,5.83
intersection97,7,819,0,1,0.0
intersection109,7,819,0,7,3.14
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,0,14,10.57
intersection35,8,935,0,16,34.38
intersection40,8,935,0,19,15.18
intersection44,8,935,0,4,3.13
intersection97,8,935,0,0,0.0
intersection109,8,935,0,11,15.59
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,0,20,9.95
intersection35,9,1052,0,18,34.08
intersection40,9,1052,0,15,7.83
intersection44,9,1052,0,5,24.0
intersection97,9,1052,0,2,41.5
intersection109,9,1052,0,8,1.5
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,0,11,18.45
intersection35,10,1168,0,8,23.19
intersection40,10,1168,0,1,0.0
intersection44,10,1168,0,7,17.29
intersection97,10,1168,0,2,48.25
intersection109,10,1168,0,8,3.88
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,0,15,18.73
intersection35,11,1285,0,10,33.8
intersection40,11,1285,0,18,25.42
intersection44,11,1285,0,4,0.88
intersection97,11,1285,0,0,0.0
intersection109,11,1285,0,9,13.17
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
