'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
intersection33,25,2916,0,11,5.18
intersection35,25,2916,0,18,40.22
intersection40,25,2916,0,16,12.97
intersection44,25,2916,0,10,49.75
intersection109,25,2916,0,10,11.95
intersection141,26,3020,0,0,0.0
intersection133,26,3021,0,0,0.0
intersection97,26,3032,0,0,0.0
intersection33,26,3032,0,22,13.27
intersection35,26,3032,0,16,27.75
intersection40,26,3032,0,6,12.0
intersection44,26,3032,0,12,6.17
intersection109,26,3032,0,14,7.46
intersection141,27,3136,0,0,0.0
intersection133,27,3137,0,0,0.0
intersection97,27,3148,0,0,0.0
intersection33,27,3149,0,19,9.95
intersection35,27,3149,0,15,29.1
intersection40,27,3149,0,13,14.04
intersection44,27,3149,0,6,24.42
intersection109,27,3149,0,12,19.79
intersection141,28,3252,0,0,0.0
intersection133,28,3253,0,0,0.0
intersection97,28,3265,0,2,116.25
intersection33,28,3265,0,16,3.97
intersection35,28,3265,0,12,35.46
intersection40,28,3265,0,9,4.5
intersection44,28,3265,0,5,10.1
intersection109,28,3265,0,12,10.46
intersection141,29,3368,0,0,0.0
intersection133,29,3369,0,0,0.0
intersection97,29,3381,0,2,36.75
intersection33,29,3382,0,20,11.28
intersection35,29,3382,0,10,37.1
intersection40,29,3382,0,23,18.28
intersection44,29,3382,0,6,1.33
intersection109,29,3382,0,4,19.0
intersection141,30,3484,0,0,0.0
intersection133,30,3485,0,0,0.0
intersection97,30,3498,0,1,59.5
intersection33,30,3498,0,24,4.42
intersection35,30,3498,0,11,25.09
intersection40,30,3498,0,11,5.05
intersection44,30,3498,0,7,24.64
intersection109,30,3498,0,16,16.88
