'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,4,8.38
intersection35,1,120,0,3,0.0
intersection40,1,120,0,2,12.0
intersection44,1,120,0,0,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection97,2,236,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,5,0.0
intersection35,2,236,0,7,0.0
intersection40,2,236,0,4,0.0
intersection44,2,236,0,5,10.1
intersection109,2,236,0,4,13.75
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection97,3,352,0,2,17.0
intersection33,3,353,0,7,3.14
intersection35,3,353,0,15,19.73
intersection40,3,353,0,12,18.13
intersection44,3,353,0,4,6.88
intersection109,3,353,0,3,32.83
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection97,4,469,0,2,8.75
intersection33,4,469,0,16,10.38
intersection35,4,469,0,9,6.39
intersection40,4,469,0,10,2.35
intersection44,4,469,0,8,3.0
intersection109,4,469,0,11,20.45
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection97,5,585,0,1,0.0
intersection33,5,586,0,17,4.15
intersection35,5,586,0,11,20.5
intersection40,5,586,0,12,2.21
intersection44,5,586,0,8,0.31
intersection109,5,586,0,7,5.71
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection97,6,702,0,0,0.0
intersection33,6,702,0,28,14.57
intersection35,6,702,0,4,1.38
intersection40,6,702,0,14,16.71
intersection44,6,702,0,5,5.1
intersection109,6,702,0,22,12.5
intersection133,7,816,0,0,0.0
intersection141,7,816,0,1,24.0
intersection97,7,818,0,5,19.7
intersection33,7,819,0,14,10.07
intersection35,7,819,0,15,33.93
intersection40,7,819,0,10,3.35
intersection44,7,819,0,7,10.71
intersection109,7,819,0,12,13.63
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection97,8,935,0,1,7.0
intersection33,8,935,0,17,8.68
intersection35,8,935,0,15,13.33
intersection40,8,935,0,10,2.9
intersection44,8,935,0,10,3.9
intersection109,8,935,0,5,2.7
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection97,9,1051,0,4,25.25
intersection33,9,1052,0,18,23.78
intersection35,9,1052,0,19,38.82
intersection40,9,1052,0,15,16.33
intersection44,9,1052,0,15,32.33
intersection109,9,1052,0,11,35.5
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection97,10,1168,0,1,0.0
intersection33,10,1168,0,23,12.98
intersection35,10,1168,0,19,20.08
intersection40,10,1168,0,13,19.81
intersection44,10,1168,0,11,3.64
intersection109,10,1168,0,4,17.25
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection97,11,1284,0,1,47.5
intersection33,11,1285,0,15,22.3
intersection35,11,1285,0,17,22.97
intersection40,11,1285,0,10,9.0
intersection44,11,1285,0,9,5.94
intersection109,11,1285,0,18,18.31
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection97,12,1401,0,3,11.5
intersection33,12,1401,0,20,5.78
intersection35,12,1401,0,14,26.07
intersection40,12,1401,0,14,27.93
intersection44,12,1401,0,9,8.56
intersection109,12,1401,0,7,11.43
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection97,13,1517,0,2,18.75
intersection33,13,1518,0,14,12.0
intersection35,13,1518,0,16,49.38
intersection40,13,1518,0,9,1.22
intersection44,13,1518,0,9,6.67
intersection109,13,1518,0,16,13.19
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection97,14,1634,0,4,30.5
intersection33,14,1634,0,11,4.05
intersection35,14,1634,0,21,30.48
intersection40,14,1634,0,20,33.48
intersection44,14,1634,0,9,23.0
intersection109,14,1634,0,11,4.91
intersection133,15,1744,0,0,0.0
intersection141,15,1744,0,0,0.0
intersection97,15,1750,0,2,16.5
intersection33,15,1751,0,17,0.74
intersection35,15,1751,0,20,23.68
intersection40,15,1751,0,13,2.96
intersection44,15,1751,0,10,6.5
intersection109,15,1751,0,8,11.88
intersection133,16,1860,0,0,0.0
intersection141,16,1860,0,0,0.0
intersection97,16,1867,0,3,62.83
intersection33,16,1867,0,20,9.98
intersection35,16,1867,0,13,15.31
intersection40,16,1867,0,22,11.75
intersection44,16,1867,0,7,5.29
intersection109,16,1867,0,12,10.88
intersection133,17,1976,0,0,0.0
intersection141,17,1976,0,0,0.0
intersection97,17,1983,0,0,0.0
intersection33,17,1984,0,17,2.24
intersection35,17,1984,0,7,28.93
intersection40,17,1984,0,6,1.67
intersection44,17,1984,0,13,30.27
intersection109,17,1984,0,16,16.03
intersection133,18,2092,0,0,0.0
intersection141,18,2092,0,0,0.0
intersection97,18,2100,0,1,59.5
intersection33,18,2100,0,16,17.03
intersection35,18,2100,0,10,53.7
intersection40,18,2100,0,16,24.5
intersection44,18,2100,0,5,0.0
intersection109,18,2100,0,5,14.4
intersection133,19,2208,0,0,0.0
intersection141,19,2208,0,0,0.0
intersection97,19,2216,0,2,14.75
intersection33,19,2217,0,20,11.1
intersection35,19,2217,0,16,41.69
intersection40,19,2217,0,8,10.38
intersection44,19,2217,0,11,11.27
intersection109,19,2217,0,7,0.07
intersection133,20,2324,0,0,0.0
intersection141,20,2324,0,0,0.0
intersection97,20,2333,0,3,9.0
intersection33,20,2333,0,20,3.0
intersection35,20,2333,0,22,41.3
intersection40,20,2333,0,11,32.45
intersection44,20,2333,0,7,3.0
intersection109,20,2333,0,11,5.73
intersection133,21,2440,0,0,0.0
intersection141,21,2440,0,0,0.0
intersection97,21,2449,0,3,0.0
intersection33,21,2450,0,9,39.17
intersection35,21,2450,0,19,18.45
intersection40,21,2450,0,14,2.07
intersection44,21,2450,0,8,11.75
intersection109,21,2450,0,8,9.75
intersection133,22,2556,0,0,0.0
intersection141,22,2556,0,0,0.0
intersection97,22,2566,0,1,0.0
intersection33,22,2566,0,23,4.5
intersection35,22,2566,0,11,33.73
intersection40,22,2566,0,11,39.05
intersection44,22,2566,0,4,17.5
intersection109,22,2566,0,14,32.96
intersection133,23,2672,0,0,0.0
intersection141,23,2672,0,0,0.0
intersection97,23,2682,0,4,12.75
intersection33,23,2683,0,23,23.98
intersection35,23,2683,0,8,31.88
intersection40,23,2683,0,15,3.3
intersection44,23,2683,0,13,21.65
intersection109,23,2683,0,6,11.83
intersection133,24,2788,0,0,0.0
intersection141,24,2788,0,0,0.0
intersection97,24,2799,0,1,0.0
intersection33,24,2799,0,19,4.95
intersection35,24,2799,0,13,46.31
intersection40,24,2799,0,14,17.64
intersection44,24,2799,0,5,0.0
intersection109,24,2799,0,11,19.05
intersection133,25,2904,0,0,0.0
intersection141,25,2904,0,0,0.0
intersection97,25,2915,0,4,19.63
