'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,2,0.0
intersection35,1,120,0,3,3.33
intersection40,1,120,0,2,5.25
intersection44,1,120,0,0,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,7,0.0
intersection35,2,236,0,5,0.0
intersection40,2,236,0,4,0.0
intersection44,2,236,0,3,3.5
intersection97,2,236,0,0,0.0
intersection109,2,236,0,1,0.0
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,14,9.39
intersection35,3,353,0,19,28.87
intersection40,3,353,0,9,32.33
intersection44,3,353,0,4,8.38
intersection97,3,353,0,2,32.5
intersection109,3,353,0,4,24.75
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,11,0.09
intersection35,4,469,0,13,31.12
intersection40,4,469,0,14,11.11
intersection44,4,469,0,7,23.57
intersection97,4,469,0,0,0.0
intersection109,4,469,0,2,20.75
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,0,23,36.76
intersection35,5,586,0,17,23.12
intersection40,5,586,0,12,18.13
intersection44,5,586,0,5,3.6
intersection97,5,586,0,5,23.3
intersection109,5,586,0,17,9.41
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,0,20,2.05
intersection35,6,702,0,15,16.4
intersection40,6,702,0,15,20.97
intersection44,6,702,0,10,12.2
intersection97,6,702,0,0,0.0
intersection109,6,702,0,12,41.04
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,0,13,30.92
intersection35,7,819,0,17,39.97
intersection40,7,819,0,7,7.57
intersection44,7,819,0,7,12.57
intersection97,7,819,0,1,40.5
intersection109,7,819,0,7,2.29
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,0,27,27.83
intersection35,8,935,0,19,34.87
intersection40,8,935,0,14,27.79
intersection44,8,935,0,8,11.75
intersection97,8,935,0,1,28.5
intersection109,8,935,0,11,49.86
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,0,13,23.0
intersection35,9,1052,0,10,30.25
intersection40,9,1052,0,12,17.92
intersection44,9,1052,0,8,6.75
intersection97,9,1052,0,3,61.33
intersection109,9,1052,0,9,27.33
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,0,26,13.98
intersection35,10,1168,0,18,34.36
intersection40,10,1168,0,19,9.61
intersection44,10,1168,0,12,9.33
intersection97,10,1168,0,0,0.0
intersection109,10,1168,0,18,16.53
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,0,20,16.35
intersection35,11,1285,0,12,41.21
intersection40,11,1285,0,11,7.27
intersection44,11,1285,0,5,5.1
intersection97,11,1285,0,0,0.0
intersection109,11,1285,0,6,13.17
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection33,12,1401,0,21,25.19
intersection35,12,1401,0,16,26.0
intersection40,12,1401,0,14,4.0
intersection44,12,1401,0,4,11.0
intersection97,12,1401,0,5,46.0
intersection109,12,1401,0,14,12.21
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection33,13,1518,0,18,6.97
intersection35,13,1518,0,8,37.69
intersection40,13,1518,0,22,25.91
intersection44,13,1518,0,7,7.0
intersection97,13,1518,0,2,0.0
intersection109,13,1518,0,11,20.68
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection33,14,1634,0,24,21.02
intersection35,14,1634,0,9,35.11
intersection40,14,1634,0,12,3.0
intersection44,14,1634,0,5,7.9
intersection97,14,1634,0,4,70.13
intersection109,14,1634,0,12,12.17
intersection133,15,1744,0,0,0.0
