'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,1,5.0
intersection35,1,120,0,3,0.83
intersection40,1,120,0,1,0.0
intersection44,1,120,0,1,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,5,0.0
intersection35,2,236,0,7,0.0
intersection40,2,236,0,3,0.0
intersection44,2,236,0,7,5.86
intersection97,2,236,0,0,0.0
intersection109,2,236,0,1,12.5
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,12,32.46
intersection35,3,353,0,14,20.5
intersection40,3,353,0,10,20.15
intersection44,3,353,0,3,11.17
intersection97,3,353,0,5,24.4
intersection109,3,353,0,4,50.75
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,11,7.77
intersection35,4,469,0,6,25.17
intersection40,4,469,0,13,1.96
intersection44,4,469,0,9,11.89
intersection97,4,469,0,0,0.0
intersection109,4,469,0,4,8.13
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,0,15,34.4
intersection35,5,586,0,14,39.21
intersection40,5,586,0,9,33.11
intersection44,5,586,0,7,9.36
intersection97,5,586,0,2,34.75
intersection109,5,586,0,9,9.28
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,0,13,1.35
intersection35,6,702,0,12,36.83
intersection40,6,702,0,8,3.63
intersection44,6,702,0,5,4.0
intersection97,6,702,0,3,5.5
intersection109,6,702,0,12,57.29
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,0,16,44.91
intersection35,7,819,0,6,10.0
intersection40,7,819,0,13,24.08
intersection44,7,819,0,11,3.86
intersection97,7,819,0,0,0.0
intersection109,7,819,0,4,20.88
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,0,19,14.76
intersection35,8,935,0,11,23.55
intersection40,8,935,0,13,7.15
intersection44,8,935,0,7,15.0
intersection97,8,935,0,2,44.25
intersection109,8,935,0,13,35.58
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,0,18,21.17
intersection35,9,1052,0,13,33.69
intersection40,9,1052,0,12,20.71
intersection44,9,1052,0,7,20.14
intersection97,9,1052,0,1,7.0
intersection109,9,1052,0,5,13.2
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,0,16,15.81
intersection35,10,1168,0,14,39.36
intersection40,10,1168,0,18,38.0
intersection44,10,1168,0,9,10.72
intersection97,10,1168,0,4,56.13
intersection109,10,1168,0,12,10.54
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,0,14,16.43
