Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,112,1,1,0.0
intersection35,1,112,1,2,0.0
intersection40,1,112,1,3,0.0
intersection44,1,112,1,2,0.0
intersection97,1,112,0,1,0.0
intersection109,1,112,1,0,0.0
intersection133,1,112,0,0,0.0
intersection141,1,112,0,0,0.0
intersection133,2,224,0,0,0.0
intersection141,2,224,0,0,0.0
intersection33,2,224,8,9,5.11
intersection35,2,224,3,4,0.0
intersection40,2,224,3,5,0.1
intersection44,2,224,6,8,0.56
intersection97,2,224,0,1,0.0
intersection109,2,224,1,1,0.0
intersection133,3,336,0,0,0.0
intersection141,3,336,0,1,0.0
intersection33,3,337,2,17,21.26
intersection35,3,337,8,16,13.53
intersection40,3,337,6,6,32.83
intersection44,3,337,6,6,25.75
intersection97,3,337,0,1,20.5
intersection109,3,337,5,5,18.8
intersection133,4,448,1,0,0.0
intersection141,4,448,0,1,0.0
intersection33,4,449,9,27,2.09
intersection35,4,449,14,12,34.58
intersection40,4,449,7,12,10.96
intersection44,4,449,5,12,5.96
intersection97,4,449,0,4,26.75
intersection109,4,449,8,6,22.92
intersection133,5,560,0,0,0.0
intersection141,5,561,0,0,0.0
intersection33,5,562,8,24,13.46
intersection35,5,562,14,23,28.65
intersection40,5,562,5,15,11.5
intersection44,5,562,11,8,7.69
intersection97,5,562,0,4,16.63
intersection109,5,562,9,11,8.82
intersection133,6,673,0,0,0.0
intersection141,6,673,0,0,0.0
intersection33,6,674,10,25,25.7
intersection35,6,674,4,13,35.73
intersection40,6,674,17,11,7.23
intersection44,6,674,5,13,23.19
intersection97,6,674,1,5,3.1
intersection109,6,674,13,15,13.57
intersection133,7,785,0,0,0.0
intersection141,7,785,0,0,0.0
intersection33,7,787,8,26,9.65
intersection35,7,787,4,16,25.97
intersection40,7,787,10,23,29.13
intersection44,7,787,10,14,4.54
intersection97,7,787,1,1,37.0
intersection109,7,787,6,18,15.47
intersection133,8,897,0,0,0.0
intersection141,8,897,0,0,0.0
intersection33,8,899,7,30,24.77
intersection35,8,899,9,18,22.5
intersection40,8,899,10,14,4.18
intersection44,8,899,7,8,28.19
intersection97,8,899,1,0,0.0
intersection109,8,899,8,3,24.17
intersection133,9,1009,0,0,0.0
intersection141,9,1009,0,0,0.0
intersection33,9,1012,9,19,3.79
intersection35,9,1012,7,22,29.93
intersection40,9,1012,2,24,21.46
intersection44,9,1012,7,10,5.6
intersection97,9,1012,0,3,29.17
