'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,3,0.0
intersection35,1,120,0,1,24.5
intersection40,1,120,0,3,10.0
intersection44,1,120,0,0,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection97,2,236,0,1,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,7,0.07
intersection35,2,236,0,5,46.9
intersection40,2,236,0,4,4.0
intersection44,2,236,0,2,0.0
intersection109,2,236,0,5,18.0
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection97,3,352,0,3,19.0
intersection33,3,353,0,10,15.1
intersection35,3,353,0,4,12.0
intersection40,3,353,0,4,0.63
intersection44,3,353,0,3,9.83
intersection109,3,353,0,2,1.0
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection97,4,469,0,3,26.33
intersection33,4,469,0,11,9.77
intersection35,4,469,0,14,26.75
intersection40,4,469,0,10,24.0
intersection44,4,469,0,7,0.0
intersection109,4,469,0,7,9.5
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection97,5,585,0,1,51.5
intersection33,5,586,0,13,18.0
intersection35,5,586,0,10,53.95
intersection40,5,586,0,9,5.22
intersection44,5,586,0,4,19.63
intersection109,5,586,0,5,17.3
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection97,6,702,0,0,0.0
intersection33,6,702,0,18,12.89
intersection35,6,702,0,12,16.75
intersection40,6,702,0,12,4.38
intersection44,6,702,0,10,20.0
intersection109,6,702,0,10,25.7
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection97,7,818,0,1,124.0
intersection33,7,819,0,19,8.16
intersection35,7,819,0,11,37.41
intersection40,7,819,0,12,25.79
intersection44,7,819,0,5,6.0
intersection109,7,819,0,7,4.43
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection97,8,935,0,0,0.0
intersection33,8,935,0,14,16.93
intersection35,8,935,0,16,26.0
intersection40,8,935,0,14,16.07
intersection44,8,935,0,5,6.1
intersection109,8,935,0,7,20.21
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection97,9,1051,0,0,0.0
intersection33,9,1052,0,22,12.8
