'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,2,6.5
intersection35,1,120,0,1,0.0
intersection40,1,120,0,1,0.0
intersection44,1,120,0,3,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,1,21.5
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,1,0.0
intersection35,2,236,0,4,1.13
intersection40,2,236,0,9,9.56
intersection44,2,236,0,3,0.0
intersection97,2,236,0,1,0.0
intersection109,2,236,0,1,0.0
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,21,34.45
intersection35,3,353,0,5,8.1
intersection40,3,353,0,7,0.14
intersection44,3,353,0,7,5.21
intersection97,3,353,0,0,0.0
intersection109,3,353,0,4,44.13
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,15,8.87
intersection35,4,469,0,17,39.62
intersection40,4,469,0,9,9.33
intersection44,4,469,0,4,10.75
intersection97,4,469,0,1,67.0
intersection109,4,469,0,12,21.13
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,0,15,9.93
intersection35,5,586,0,9,27.22
intersection40,5,586,0,3,12.0
intersection44,5,586,0,5,17.6
intersection97,5,586,0,3,19.33
intersection109,5,586,0,8,13.13
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,0,11,11.86
intersection35,6,702,0,10,60.5
intersection40,6,702,0,13,57.5
intersection44,6,702,0,7,16.79
intersection97,6,702,0,0,0.0
intersection109,6,702,0,12,34.29
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,0,12,9.5
intersection35,7,819,0,10,16.7
intersection40,7,819,0,7,21.36
intersection44,7,819,0,8,9.81
intersection97,7,819,0,1,26.5
intersection109,7,819,0,3,19.17
intersection133,8,932,0,0,0.0
intersection141,8,932,0,1,0.0
intersection33,8,935,0,23,14.87
intersection35,8,935,0,8,5.63
intersection40,8,935,0,14,35.43
intersection44,8,935,0,6,11.17
intersection97,8,935,0,4,92.5
intersection109,8,935,0,9,25.67
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,0,20,10.65
intersection35,9,1052,0,11,30.73
intersection40,9,1052,0,3,0.67
intersection44,9,1052,0,7,14.0
intersection97,9,1052,0,2,18.25
intersection109,9,1052,0,8,12.44
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,0,17,15.41
intersection35,10,1168,0,12,28.63
intersection40,10,1168,0,13,12.92
intersection44,10,1168,0,9,11.83
intersection97,10,1168,0,3,20.17
intersection109,10,1168,0,7,11.43
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,0,13,2.04
intersection35,11,1285,0,10,55.75
intersection40,11,1285,0,6,1.83
intersection44,11,1285,0,13,20.08
intersection97,11,1285,0,0,0.0
intersection109,11,1285,0,8,9.75
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection33,12,1401,0,29,25.14
intersection35,12,1401,0,10,22.65
intersection40,12,1401,0,14,9.57
intersection44,12,1401,0,4,2.25
intersection97,12,1401,0,2,44.5
intersection109,12,1401,0,6,8.75
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection33,13,1518,0,17,11.59
intersection35,13,1518,0,8,28.69
intersection40,13,1518,0,10,28.65
intersection44,13,1518,0,11,2.82
intersection97,13,1518,0,2,4.0
intersection109,13,1518,0,14,25.71
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection33,14,1634,0,14,28.04
intersection35,14,1634,0,9,32.5
intersection40,14,1634,0,5,4.9
intersection44,14,1634,0,8,14.94
intersection97,14,1634,0,4,8.0
intersection109,14,1634,0,3,7.0
intersection133,15,1744,0,0,0.0
intersection141,15,1744,0,0,0.0
intersection33,15,1751,0,19,13.79
intersection35,15,1751,0,10,38.1
intersection40,15,1751,0,13,23.92
intersection44,15,1751,0,5,5.3
intersection97,15,1751,0,2,3.75
intersection109,15,1751,0,14,45.46
intersection133,16,1860,0,0,0.0
intersection141,16,1860,0,0,0.0
intersection33,16,1867,0,8,18.38
intersection35,16,1867,0,5,19.2
intersection40,16,1867,0,7,3.64
intersection44,16,1867,0,10,37.1
intersection97,16,1867,0,2,5.0
intersection109,16,1867,0,4,6.38
intersection133,17,1976,0,0,0.0
intersection141,17,1976,0,0,0.0
intersection33,17,1984,0,16,12.22
intersection35,17,1984,0,18,35.03
intersection40,17,1984,0,13,25.27
intersection44,17,1984,0,8,10.31
intersection97,17,1984,0,2,0.0
intersection109,17,1984,0,15,6.77
intersection133,18,2092,0,0,0.0
intersection141,18,2092,0,0,0.0
intersection33,18,2100,0,21,6.21
intersection35,18,2100,0,4,3.5
intersection40,18,2100,0,7,1.64
intersection44,18,2100,0,6,2.67
intersection97,18,2100,0,2,30.75
intersection109,18,2100,0,12,6.17
intersection133,19,2208,0,0,0.0
intersection141,19,2208,0,0,0.0
intersection33,19,2217,0,13,19.5
intersection35,19,2217,0,12,28.96
intersection40,19,2217,0,14,6.46
intersection44,19,2217,0,5,10.3
intersection97,19,2217,0,1,0.0
intersection109,19,2217,0,8,0.0
intersection133,20,2324,0,0,0.0
intersection141,20,2324,0,0,0.0
intersection33,20,2333,0,17,9.06
intersection35,20,2333,0,12,23.88
intersection40,20,2333,0,5,13.3
intersection44,20,2333,0,10,12.35
intersection97,20,2333,0,2,86.25
intersection109,20,2333,0,6,3.17
intersection133,21,2440,0,0,0.0
intersection141,21,2440,0,0,0.0
intersection97,21,2449,0,1,0.0
intersection33,21,2450,0,16,17.94
intersection35,21,2450,0,6,24.25
intersection40,21,2450,0,9,16.89
intersection44,21,2450,0,9,3.94
intersection109,21,2450,0,4,12.75
intersection133,22,2556,0,0,0.0
intersection141,22,2556,0,0,0.0
intersection97,22,2566,0,3,20.17
intersection33,22,2566,0,17,4.97
intersection35,22,2566,0,15,28.47
intersection40,22,2566,0,10,16.1
intersection44,22,2566,0,2,0.25
intersection109,22,2566,0,13,11.38
intersection133,23,2672,0,0,0.0
intersection141,23,2672,0,0,0.0
intersection97,23,2682,0,1,0.0
intersection33,23,2683,0,15,15.3
intersection35,23,2683,0,7,35.86
intersection40,23,2683,0,8,19.19
intersection44,23,2683,0,9,19.94
intersection109,23,2683,0,9,8.61
intersection133,24,2788,0,0,0.0
intersection141,24,2788,0,0,0.0
intersection97,24,2799,0,5,0.0
intersection33,24,2799,0,11,15.41
intersection35,24,2799,0,10,54.8
intersection40,24,2799,0,15,15.17
intersection44,24,2799,0,4,22.25
intersection109,24,2799,0,11,9.5
intersection133,25,2904,0,0,0.0
intersection141,25,2904,0,0,0.0
intersection97,25,2915,0,0,0.0
intersection33,25,2916,0,18,8.69
intersection35,25,2916,0,7,27.0
intersection40,25,2916,0,10,13.75
intersection44,25,2916,0,4,0.0
intersection109,25,2916,0,7,12.64
intersection133,26,3020,0,0,0.0
intersection141,26,3020,0,0,0.0
intersection97,26,3032,0,5,27.3
intersection33,26,3032,0,17,13.91
intersection35,26,3032,0,11,32.0
