'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
intersection40,26,3032,0,6,4.58
intersection44,26,3032,0,8,33.88
intersection109,26,3032,0,7,11.64
intersection133,27,3136,0,0,0.0
intersection141,27,3136,0,1,5.5
intersection97,27,3148,0,1,0.0
intersection33,27,3149,0,17,13.91
intersection35,27,3149,0,14,19.79
intersection40,27,3149,0,19,18.34
intersection44,27,3149,0,3,5.17
intersection109,27,3149,0,7,14.57
intersection133,28,3252,0,0,0.0
intersection141,28,3253,0,0,0.0
intersection97,28,3265,0,0,0.0
intersection33,28,3265,0,17,8.91
intersection35,28,3265,0,10,28.6
intersection40,28,3265,0,12,6.75
intersection44,28,3265,0,8,31.88
intersection109,28,3265,0,17,9.59
intersection133,29,3368,0,0,0.0
intersection141,29,3369,0,0,0.0
intersection97,29,3381,0,3,19.0
intersection33,29,3382,0,18,16.86
intersection35,29,3382,0,19,22.76
intersection40,29,3382,0,7,10.79
intersection44,29,3382,0,5,1.8
intersection109,29,3382,0,6,9.33
intersection133,30,3484,0,0,0.0
intersection141,30,3485,0,0,0.0
intersection97,30,3498,0,2,0.0
intersection33,30,3498,0,14,9.18
intersection35,30,3498,0,11,28.36
intersection40,30,3498,0,11,29.59
intersection44,30,3498,0,6,3.25
intersection109,30,3498,0,6,9.75
intersection133,31,3600,0,0,0.0
