'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,3,0.0
intersection35,1,120,0,2,0.0
intersection40,1,120,0,4,0.0
intersection44,1,120,0,1,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,1,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,7,0.0
intersection35,2,236,0,3,0.0
intersection40,2,236,0,7,11.0
intersection44,2,236,0,2,1.75
intersection97,2,236,0,0,0.0
intersection109,2,236,0,4,15.88
intersection133,3,352,0,0,0.0
intersection141,3,352,0,1,0.0
intersection33,3,353,0,12,7.54
intersection35,3,353,0,9,18.61
intersection40,3,353,0,6,9.17
intersection44,3,353,0,3,0.0
intersection97,3,353,0,0,0.0
intersection109,3,353,0,6,8.83
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,19,12.21
intersection35,4,469,0,16,18.34
intersection40,4,469,0,12,16.17
intersection44,4,469,0,10,9.85
intersection97,4,469,0,1,56.5
intersection109,4,469,0,10,27.6
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,0,15,15.53
intersection35,5,586,0,21,19.19
intersection40,5,586,0,5,6.5
intersection44,5,586,0,4,1.13
intersection97,5,586,0,3,17.5
intersection109,5,586,0,7,14.64
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,0,23,22.93
intersection35,6,702,0,18,37.0
intersection40,6,702,0,10,14.4
intersection44,6,702,0,8,18.56
intersection97,6,702,0,1,66.0
intersection109,6,702,0,13,12.88
intersection133,7,816,0,0,0.0
intersection141,7,816,0,1,0.0
intersection33,7,819,0,20,7.2
intersection35,7,819,0,12,30.25
intersection40,7,819,0,10,14.05
intersection44,7,819,0,7,2.57
intersection97,7,819,0,3,20.33
intersection109,7,819,0,11,7.82
intersection133,8,932,0,0,0.0
intersection141,8,933,0,0,0.0
intersection33,8,935,0,12,6.08
intersection35,8,935,0,11,24.41
intersection40,8,935,0,16,12.66
intersection44,8,935,0,7,32.43
intersection97,8,935,0,1,0.0
intersection109,8,935,0,7,9.21
intersection133,9,1048,0,0,0.0
intersection141,9,1049,0,0,0.0
intersection33,9,1052,0,15,24.43
intersection35,9,1052,0,11,31.14
