'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,1,0.0
intersection35,1,120,0,3,2.5
intersection40,1,120,0,1,0.0
intersection44,1,120,0,0,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,9,8.44
intersection35,2,236,0,3,0.0
intersection40,2,236,0,12,25.96
intersection44,2,236,0,5,1.3
intersection97,2,236,0,2,15.75
intersection109,2,236,0,0,0.0
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,12,3.96
intersection35,3,353,0,10,17.75
intersection40,3,353,0,7,2.29
intersection44,3,353,0,4,0.13
intersection97,3,353,0,2,0.0
intersection109,3,353,0,7,27.14
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,30,7.83
intersection35,4,469,0,9,20.56
intersection40,4,469,0,14,21.04
intersection44,4,469,0,3,25.67
intersection97,4,469,0,1,0.0
intersection109,4,469,0,9,9.78
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,0,24,17.25
intersection35,5,586,0,13,31.08
intersection40,5,586,0,7,1.64
intersection44,5,586,0,6,33.33
intersection97,5,586,0,4,0.0
intersection109,5,586,0,12,31.46
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,0,15,10.83
intersection35,6,702,0,13,60.54
intersection40,6,702,0,10,17.7
intersection44,6,702,0,10,10.45
intersection97,6,702,0,2,13.0
intersection109,6,702,0,13,15.35
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,0,23,21.91
intersection35,7,819,0,15,35.77
intersection40,7,819,0,15,22.77
intersection44,7,819,0,5,0.0
intersection97,7,819,0,7,22.14
intersection109,7,819,0,9,23.78
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,0,19,1.5
intersection35,8,935,0,9,30.44
intersection40,8,935,0,17,14.65
intersection44,8,935,0,14,22.04
intersection97,8,935,0,0,0.0
intersection109,8,935,0,11,17.5
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,0,18,40.17
intersection35,9,1052,0,13,31.31
intersection40,9,1052,0,9,12.78
intersection44,9,1052,0,7,17.29
intersection97,9,1052,0,1,66.5
intersection109,9,1052,0,9,9.61
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,0,25,4.28
intersection35,10,1168,0,19,24.16
intersection40,10,1168,0,14,25.14
intersection44,10,1168,0,8,3.75
intersection97,10,1168,0,3,51.0
intersection109,10,1168,0,18,52.58
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,0,15,18.17
intersection35,11,1285,0,20,23.35
intersection40,11,1285,0,14,7.5
intersection44,11,1285,0,9,6.39
intersection97,11,1285,0,1,0.0
intersection109,11,1285,0,5,21.0
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection33,12,1401,0,24,11.88
intersection35,12,1401,0,15,38.67
intersection40,12,1401,0,10,12.25
intersection44,12,1401,0,9,21.61
intersection97,12,1401,0,1,9.0
intersection109,12,1401,0,13,16.27
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection33,13,1518,0,24,17.81
intersection35,13,1518,0,16,22.94
intersection40,13,1518,0,10,6.4
intersection44,13,1518,0,7,8.93
intersection97,13,1518,0,1,0.0
intersection109,13,1518,0,8,0.06
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection33,14,1634,0,26,14.42
intersection35,14,1634,0,8,31.19
intersection40,14,1634,0,18,25.0
intersection44,14,1634,0,4,0.0
intersection97,14,1634,0,3,50.0
intersection109,14,1634,0,11,13.59
intersection133,15,1744,0,0,0.0
intersection141,15,1744,0,0,0.0
intersection33,15,1751,0,17,0.85
intersection35,15,1751,0,10,37.9
intersection40,15,1751,0,15,8.3
intersection44,15,1751,0,8,8.25
intersection97,15,1751,0,1,13.0
intersection109,15,1751,0,18,16.56
intersection133,16,1860,0,0,0.0
intersection141,16,1860,0,0,0.0
intersection33,16,1867,0,13,16.88
intersection35,16,1867,0,13,33.5
intersection40,16,1867,0,5,24.8
intersection44,16,1867,0,5,0.0
intersection97,16,1867,0,7,30.64
intersection109,16,1867,0,6,8.5
intersection133,17,1976,0,0,0.0
intersection141,17,1976,0,0,0.0
intersection33,17,1984,0,22,23.98
intersection35,17,1984,0,11,43.91
intersection40,17,1984,0,12,28.13
intersection44,17,1984,0,17,11.09
intersection97,17,1984,0,2,3.25
intersection109,17,1984,0,10,24.8
intersection133,18,2092,0,0,0.0
intersection141,18,2092,0,0,0.0
intersection33,18,2100,0,14,3.75
intersection35,18,2100,0,13,48.73
intersection40,18,2100,0,11,3.82
intersection44,18,2100,0,13,4.92
intersection97,18,2100,0,0,0.0
intersection109,18,2100,0,6,3.25
intersection133,19,2208,0,0,0.0
intersection141,19,2208,0,0,0.0
intersection33,19,2217,0,15,12.5
intersection35,19,2217,0,18,49.14
intersection40,19,2217,0,22,11.52
intersection44,19,2217,0,6,8.5
intersection97,19,2217,0,0,0.0
intersection109,19,2217,0,13,9.81
intersection133,20,2324,0,0,0.0
intersection141,20,2324,0,0,0.0
intersection33,20,2333,0,27,12.89
intersection35,20,2333,0,13,19.23
intersection40,20,2333,0,9,9.28
intersection44,20,2333,0,6,5.0
intersection97,20,2333,0,2,74.5
intersection109,20,2333,0,10,7.2
intersection133,21,2440,0,0,0.0
intersection141,21,2440,0,0,0.0
intersection33,21,2450,0,18,15.42
intersection35,21,2450,0,17,31.41
intersection40,21,2450,0,18,24.92
intersection44,21,2450,0,7,0.0
intersection97,21,2450,0,4,62.38
intersection109,21,2450,0,11,10.64
intersection133,22,2556,0,0,0.0
intersection141,22,2556,0,0,0.0
intersection33,22,2566,0,13,6.0
intersection35,22,2566,0,15,34.3
intersection40,22,2566,0,7,6.5
intersection44,22,2566,0,16,15.28
intersection97,22,2566,0,2,8.0
intersection109,22,2566,0,13,5.27
intersection133,23,2672,0,0,0.0
intersection141,23,2672,0,0,0.0
intersection33,23,2683,0,21,21.12
intersection35,23,2683,0,15,34.13
intersection40,23,2683,0,17,16.85
intersection44,23,2683,0,6,1.92
intersection97,23,2683,0,3,11.17
intersection109,23,2683,0,6,27.42
intersection133,24,2788,0,0,0.0
intersection141,24,2788,0,0,0.0
intersection33,24,2799,0,30,5.73
intersection35,24,2799,0,8,39.31
intersection40,24,2799,0,15,22.2
intersection44,24,2799,0,6,2.42
intersection97,24,2799,0,1,0.0
intersection109,24,2799,0,13,29.54
intersection133,25,2904,0,0,0.0
intersection141,25,2904,0,0,0.0
intersection33,25,2916,0,18,5.92
intersection35,25,2916,0,17,38.35
intersection40,25,2916,0,14,12.57
intersection44,25,2916,0,6,5.33
intersection97,25,2916,0,2,10.5
intersection109,25,2916,0,11,8.86
intersection133,26,3020,0,0,0.0
intersection141,26,3020,0,0,0.0
intersection33,26,3032,0,18,8.58
intersection35,26,3032,0,15,23.43
intersection40,26,3032,0,11,8.14
intersection44,26,3032,0,16,5.5
intersection97,26,3032,0,0,0.0
intersection109,26,3032,0,2,2.25
intersection133,27,3136,0,0,0.0
intersection141,27,3136,0,0,0.0
intersection33,27,3149,0,22,27.91
intersection35,27,3149,0,18,24.14
intersection40,27,3149,0,6,0.08
intersection44,27,3149,0,8,14.69
intersection97,27,3149,0,2,1.5
intersection109,27,3149,0,10,21.9
intersection141,28,3252,0,0,0.0
intersection133,28,3252,0,0,0.0
intersection33,28,3265,0,12,2.04
intersection35,28,3265,0,13,11.0
intersection40,28,3265,0,14,15.96
