'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,3,10.67
intersection35,1,120,0,2,6.5
intersection40,1,120,0,2,0.25
intersection44,1,120,0,2,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,7,7.29
intersection35,2,236,0,4,0.38
intersection40,2,236,0,8,19.06
intersection44,2,236,0,1,12.5
intersection97,2,236,0,1,0.0
intersection109,2,236,0,5,8.6
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,15,24.77
intersection35,3,353,0,14,32.61
intersection40,3,353,0,5,0.0
intersection44,3,353,0,1,0.0
intersection97,3,353,0,1,70.5
intersection109,3,353,0,9,22.33
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,18,13.86
intersection35,4,469,0,9,30.61
intersection40,4,469,0,5,20.3
intersection44,4,469,0,10,20.8
intersection97,4,469,0,1,30.5
intersection109,4,469,0,10,12.0
intersection141,5,584,0,0,0.0
intersection133,5,584,0,0,0.0
intersection33,5,586,0,12,31.13
intersection35,5,586,0,14,37.96
intersection40,5,586,0,14,4.21
intersection44,5,586,0,11,3.18
intersection97,5,586,0,4,51.5
intersection109,5,586,0,6,31.83
intersection141,6,700,0,0,0.0
intersection133,6,700,0,0,0.0
intersection33,6,702,0,21,4.12
intersection35,6,702,0,22,23.66
intersection40,6,702,0,17,33.79
intersection44,6,702,0,6,4.75
intersection97,6,702,0,4,0.0
intersection109,6,702,0,7,32.14
intersection141,7,816,0,0,0.0
intersection133,7,816,0,0,0.0
intersection33,7,819,0,22,5.07
intersection35,7,819,0,12,24.75
intersection40,7,819,0,11,3.95
intersection44,7,819,0,7,24.07
intersection97,7,819,0,1,36.0
intersection109,7,819,0,8,15.5
intersection141,8,932,0,0,0.0
intersection133,8,932,0,0,0.0
intersection33,8,935,0,21,28.31
intersection35,8,935,0,15,22.2
intersection40,8,935,0,15,26.03
intersection44,8,935,0,5,36.0
intersection97,8,935,0,2,68.0
intersection109,8,935,0,15,14.87
intersection141,9,1048,0,0,0.0
intersection133,9,1048,0,0,0.0
intersection33,9,1052,0,23,4.48
intersection35,9,1052,0,11,17.82
