Time_Seconds,Lane_ID,Phase_ID,Density_Phi,Pressure_W
40,NvcNvl_L1_EW,NVCNVL_EW,0.007,-0.015
40,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
40,NvcMt_L1_EW,NVCMT_EW,0.032,0.027
40,NvcNvl_L3_EW,NONE,0.009,0.0
40,NvcMt_L2_EW,NVCMT_EW,0.04,0.034
45,NvcNvl_L1_EW,NVCNVL_EW,0.007,-0.015
45,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
45,32Mt_L1_NS,32MT_NS,0.006,0.006
45,NvcMt_L1_EW,NVCMT_EW,0.032,0.027
45,NvcNvl_L3_EW,NONE,0.009,0.0
45,32Mt_L2_NS,32MT_NS,0.006,0.006
45,NvcMt_L2_EW,NVCMT_EW,0.04,0.034
50,NvcNvl_L1_EW,NVCNVL_EW,0.007,-0.015
50,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
50,NvcMt_L1_EW,NVCMT_EW,0.032,0.027
50,NvcNvl_L3_EW,NONE,0.009,0.0
50,NvcMt_L2_EW,NVCMT_EW,0.04,0.034
55,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.007
55,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
55,32Mt_L1_NS,32MT_NS,0.031,0.031
55,32Mt_L1_EW,32MT_EW,0.007,0.007
55,NvcNvl_L3_EW,NONE,0.009,0.0
55,32Mt_L2_NS,32MT_NS,0.032,0.032
60,32Nvl_L1_EW,32NVL_EW,0.007,0.002
60,32Nvl_L2_EW,32NVL_EW,0.008,0.008
60,32Mt_L1_NS,32MT_NS,0.031,0.031
60,32Mt_L1_EW,32MT_EW,0.007,0.002
60,32Nvl_L3_EW,NONE,0.006,0.0
60,32Mt_L2_NS,32MT_NS,0.032,0.032
65,32Mt_L1_NS,32MT_NS,0.031,0.031
65,32Mt_L1_EW,32MT_EW,0.007,0.007
65,32Mt_L2_NS,32MT_NS,0.032,0.032
65,32Mt_L2_EW,32MT_EW,0.005,0.005
70,32Mt_L1_NS,32MT_NS,0.031,0.031
70,32Nvl_L1_NS,32NVL_NS,0.007,0.007
70,32Mt_L2_NS,32MT_NS,0.032,0.032
75,32Mt_L1_NS,32MT_NS,0.031,0.031
75,32Nvl_L1_NS,32NVL_NS,0.007,0.007
75,32Mt_L2_NS,32MT_NS,0.032,0.032
80,32Nvl_L1_NS,32NVL_NS,0.007,0.007
85,32Nvl_L3_NS,NONE,0.008,0.0
85,32Nvl_L2_NS,32NVL_NS,0.008,0.008
85,32Mt_L1_NS,NONE,0.049,0.0
85,32Thn_L1_EW,32THN_EW,0.008,0.008
85,32Thn_L2_EW,32THN_EW,0.008,0.008
85,32Thn_L3_EW,NONE,0.008,0.0
85,32Nvl_L1_NS,32NVL_NS,0.007,0.007
90,32Nvl_L3_NS,NONE,0.008,0.0
90,32Nvl_L2_NS,32NVL_NS,0.008,0.008
90,NvcMt_L2_NS,NONE,0.005,0.0
90,32Thn_L1_EW,NONE,0.01,0.0
90,32Nvl_L1_NS,32NVL_NS,0.007,0.007
90,NvcMt_L1_NS,NONE,0.005,0.0
95,304Nvl_L1_NS,304NVL_NS,0.009,0.009
95,304Nvl_L3_NS,NONE,0.007,0.0
95,32Nvl_L3_NS,NONE,0.017,0.0
95,32Nvl_L2_NS,32NVL_NS,0.016,0.01
95,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
95,304Nvl_L2_NS,304NVL_NS,0.008,-0.003
95,32Nvl_L1_NS,32NVL_NS,0.013,0.007
95,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
100,304Nvl_L1_NS,304NVL_NS,0.009,0.009
100,304Nvl_L3_NS,NONE,0.007,0.0
100,32Nvl_L3_NS,NONE,0.017,0.0
100,32Nvl_L2_NS,32NVL_NS,0.016,0.01
100,NvcMt_L1_NS,NVCMT_NS,0.007,0.007
100,304Nvl_L2_NS,304NVL_NS,0.008,-0.003
100,32Nvl_L1_NS,32NVL_NS,0.013,0.007
100,NvcMt_L2_NS,NVCMT_NS,0.005,0.005
105,304Nvl_L1_NS,304NVL_NS,0.009,0.009
105,304Nvl_L3_NS,NONE,0.007,0.0
105,32Nvl_L3_NS,NONE,0.017,0.0
105,32Nvl_L2_NS,32NVL_NS,0.016,0.01
105,NvcMt_L1_NS,NVCMT_NS,0.007,0.007
105,NvcCmt8_L2_EW,NVCCMT8_EW,0.005,0.005
105,304Nvl_L2_NS,304NVL_NS,0.008,-0.003
105,32Nvl_L1_NS,32NVL_NS,0.013,0.007
105,NvcMt_L2_NS,NVCMT_NS,0.005,0.005
105,NvcCmt8_L1_EW,NVCCMT8_EW,0.008,0.008
110,304Nvl_L1_NS,304NVL_NS,0.009,0.009
110,304Nvl_L3_NS,NONE,0.007,0.0
110,32Nvl_L3_NS,NONE,0.058,0.0
110,32Nvl_L2_NS,32NVL_NS,0.055,0.05
110,32Mt_L1_EW,32MT_EW,0.007,0.007
110,NvcMt_L1_NS,NVCMT_NS,0.007,0.007
110,304Nvl_L2_NS,304NVL_NS,0.008,-0.031
110,32Nvl_L1_NS,32NVL_NS,0.047,0.041
110,32Mt_L2_EW,32MT_EW,0.005,0.005
110,NvcMt_L2_NS,NVCMT_NS,0.005,0.005
115,32Nvl_L3_NS,NONE,0.042,0.0
115,32Nvl_L2_NS,32NVL_NS,0.039,0.039
115,NvcNvl_L3_NS,NONE,0.007,0.0
115,NvcNvl_L2_NS,NONE,0.007,0.0
115,32Mt_L1_NS,NONE,0.01,0.0
