'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,3,3.83
intersection35,1,120,0,5,0.0
intersection40,1,120,0,2,0.0
intersection44,1,120,0,1,0.0
intersection97,1,120,0,1,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,6,0.25
intersection35,2,236,0,3,0.0
intersection40,2,236,0,2,0.0
intersection44,2,236,0,5,2.2
intersection97,2,236,0,3,31.0
intersection109,2,236,0,2,17.25
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,10,15.1
intersection35,3,353,0,10,10.2
intersection40,3,353,0,5,3.4
intersection44,3,353,0,7,9.93
intersection97,3,353,0,1,8.5
intersection109,3,353,0,7,18.43
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,22,11.98
intersection35,4,469,0,16,31.91
intersection40,4,469,0,14,23.29
intersection44,4,469,0,4,3.13
intersection97,4,469,0,4,48.5
intersection109,4,469,0,7,30.43
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,0,19,0.92
intersection35,5,586,0,11,30.86
intersection40,5,586,0,8,3.56
intersection44,5,586,0,9,8.89
intersection97,5,586,0,2,0.0
intersection109,5,586,0,11,8.95
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,0,17,9.32
intersection35,6,702,0,9,25.5
intersection40,6,702,0,9,11.89
intersection44,6,702,0,7,8.71
intersection97,6,702,0,0,0.0
intersection109,6,702,0,15,19.67
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,0,14,15.82
intersection35,7,819,0,10,25.65
intersection40,7,819,0,19,12.18
intersection44,7,819,0,8,13.0
intersection97,7,819,0,3,3.5
intersection109,7,819,0,3,16.5
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,0,25,18.08
intersection35,8,935,0,17,53.0
intersection40,8,935,0,10,17.7
intersection44,8,935,0,12,2.79
intersection97,8,935,0,1,0.0
intersection109,8,935,0,11,21.68
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,0,19,9.32
intersection35,9,1052,0,11,15.77
intersection40,9,1052,0,8,8.31
intersection44,9,1052,0,6,24.58
intersection97,9,1052,0,2,26.25
intersection109,9,1052,0,9,6.22
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,0,15,12.97
intersection35,10,1168,0,20,37.6
intersection40,10,1168,0,4,29.0
intersection44,10,1168,0,6,4.42
intersection97,10,1168,0,0,0.0
intersection109,10,1168,0,14,13.14
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,0,20,27.3
intersection35,11,1285,0,14,42.36
intersection40,11,1285,0,6,8.25
intersection44,11,1285,0,3,23.33
intersection97,11,1285,0,1,22.5
intersection109,11,1285,0,7,7.29
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection33,12,1401,0,16,11.56
intersection35,12,1401,0,10,16.5
intersection40,12,1401,0,6,10.58
intersection44,12,1401,0,2,5.5
intersection97,12,1401,0,10,49.55
intersection109,12,1401,0,11,14.77
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection33,13,1518,0,15,19.63
intersection35,13,1518,0,11,31.09
intersection40,13,1518,0,11,15.0
intersection44,13,1518,0,12,4.38
intersection97,13,1518,0,3,28.0
intersection109,13,1518,0,8,11.63
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection33,14,1634,0,18,10.08
intersection35,14,1634,0,17,17.41
intersection40,14,1634,0,6,2.83
intersection44,14,1634,0,6,20.17
intersection97,14,1634,0,0,0.0
intersection109,14,1634,0,7,7.14
intersection133,15,1744,0,0,0.0
intersection141,15,1744,0,0,0.0
intersection33,15,1751,0,9,3.44
intersection35,15,1751,0,13,22.96
intersection40,15,1751,0,14,22.64
intersection44,15,1751,0,9,6.22
intersection97,15,1751,0,1,17.0
intersection109,15,1751,0,13,17.96
intersection133,16,1860,0,0,0.0
intersection141,16,1860,0,0,0.0
intersection97,16,1867,0,0,0.0
intersection33,16,1867,0,17,19.32
intersection35,16,1867,0,14,27.75
intersection40,16,1867,0,7,3.21
intersection44,16,1867,0,9,4.67
intersection109,16,1867,0,11,12.14
intersection133,17,1976,0,0,0.0
intersection141,17,1976,0,0,0.0
intersection97,17,1983,0,2,14.5
intersection33,17,1984,0,9,8.39
intersection35,17,1984,0,13,13.35
intersection40,17,1984,0,18,19.22
intersection44,17,1984,0,7,0.0
intersection109,17,1984,0,11,9.77
intersection133,18,2092,0,0,0.0
intersection141,18,2092,0,0,0.0
intersection97,18,2100,0,1,9.0
intersection33,18,2100,0,15,7.37
intersection35,18,2100,0,13,38.27
intersection40,18,2100,0,7,3.43
intersection44,18,2100,0,3,6.33
intersection109,18,2100,0,9,13.72
intersection133,19,2208,0,0,0.0
intersection141,19,2208,0,0,0.0
intersection97,19,2216,0,3,12.33
intersection33,19,2217,0,17,26.06
intersection35,19,2217,0,15,24.3
intersection40,19,2217,0,14,15.68
intersection44,19,2217,0,4,3.0
intersection109,19,2217,0,7,13.57
intersection133,20,2324,0,0,0.0
intersection141,20,2324,0,0,0.0
intersection97,20,2333,0,2,4.25
intersection33,20,2333,0,21,8.55
intersection35,20,2333,0,14,33.93
intersection40,20,2333,0,12,13.54
intersection44,20,2333,0,7,9.29
intersection109,20,2333,0,6,4.25
intersection133,21,2440,0,0,0.0
intersection141,21,2440,0,0,0.0
intersection97,21,2449,0,2,0.0
intersection33,21,2450,0,21,13.55
intersection35,21,2450,0,7,76.71
intersection40,21,2450,0,7,0.0
intersection44,21,2450,0,9,27.06
intersection109,21,2450,0,6,6.67
intersection133,22,2556,0,0,0.0
intersection141,22,2556,0,0,0.0
intersection97,22,2566,0,0,0.0
intersection33,22,2566,0,18,16.17
intersection35,22,2566,0,18,29.67
intersection40,22,2566,0,15,29.63
intersection44,22,2566,0,7,7.57
intersection109,22,2566,0,7,16.07
intersection133,23,2672,0,0,0.0
intersection141,23,2672,0,0,0.0
intersection97,23,2682,0,0,0.0
intersection33,23,2683,0,16,14.16
intersection35,23,2683,0,13,24.0
intersection40,23,2683,0,7,7.57
intersection44,23,2683,0,5,43.8
intersection109,23,2683,0,8,9.94
intersection133,24,2788,0,0,0.0
intersection141,24,2788,0,0,0.0
intersection97,24,2799,0,2,55.0
intersection33,24,2799,0,20,17.8
intersection35,24,2799,0,11,60.5
intersection40,24,2799,0,17,18.03
intersection44,24,2799,0,2,25.0
intersection109,24,2799,0,8,12.94
intersection133,25,2904,0,0,0.0
intersection141,25,2904,0,0,0.0
intersection97,25,2915,0,0,0.0
intersection33,25,2916,0,20,7.38
intersection35,25,2916,0,8,16.13
intersection40,25,2916,0,10,9.75
intersection44,25,2916,0,10,7.1
intersection109,25,2916,0,8,13.94
intersection133,26,3020,0,0,0.0
intersection141,26,3020,0,0,0.0
intersection97,26,3032,0,3,17.17
intersection33,26,3032,0,16,16.38
intersection35,26,3032,0,13,17.73
intersection40,26,3032,0,15,21.7
intersection44,26,3032,0,5,35.2
intersection109,26,3032,0,10,8.65
intersection133,27,3136,0,0,0.0
intersection141,27,3136,0,0,0.0
intersection97,27,3148,0,2,0.0
intersection33,27,3149,0,22,8.64
intersection35,27,3149,0,10,25.0
intersection40,27,3149,0,10,3.85
intersection44,27,3149,0,9,2.72
intersection109,27,3149,0,6,3.0
intersection133,28,3252,0,0,0.0
intersection141,28,3252,0,0,0.0
intersection97,28,3265,0,1,0.0
intersection33,28,3265,0,10,25.9
intersection35,28,3265,0,9,37.56
intersection40,28,3265,0,10,25.15
intersection44,28,3265,0,6,23.42
intersection109,28,3265,0,10,18.85
intersection133,29,3368,0,0,0.0
intersection141,29,3368,0,0,0.0
intersection97,29,3381,0,4,38.63
intersection33,29,3382,0,12,28.0
intersection35,29,3382,0,16,34.97
intersection40,29,3382,0,5,5.8
intersection44,29,3382,0,10,5.8
intersection109,29,3382,0,8,13.63
intersection133,30,3484,0,0,0.0
intersection141,30,3484,0,0,0.0
intersection97,30,3498,0,2,0.0
intersection33,30,3498,0,19,14.05
intersection35,30,3498,0,10,19.85
intersection40,30,3498,0,14,31.79
intersection44,30,3498,0,7,7.71
intersection109,30,3498,0,12,16.21
intersection133,31,3600,0,0,0.0
intersection141,31,3600,0,0,0.0
