'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,3,19.67
intersection35,1,120,0,3,1.0
intersection40,1,120,0,1,0.0
intersection44,1,120,0,0,0.0
intersection97,1,120,0,1,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,6,20.33
intersection35,2,236,0,4,2.13
intersection40,2,236,0,2,0.0
intersection44,2,236,0,5,0.0
intersection97,2,236,0,1,0.0
intersection109,2,236,0,3,45.67
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,18,28.33
intersection35,3,353,0,12,22.83
intersection40,3,353,0,5,3.0
intersection44,3,353,0,7,30.64
intersection97,3,353,0,0,0.0
intersection109,3,353,0,3,12.67
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,9,10.44
intersection35,4,469,0,17,25.09
intersection40,4,469,0,11,4.55
intersection44,4,469,0,4,19.88
intersection97,4,469,0,2,42.0
intersection109,4,469,0,13,37.35
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,0,16,42.09
intersection35,5,586,0,12,11.71
intersection40,5,586,0,6,12.08
intersection44,5,586,0,10,2.3
intersection97,5,586,0,1,0.0
intersection109,5,586,0,0,0.0
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,0,22,10.73
intersection35,6,702,0,22,31.32
intersection40,6,702,0,12,23.71
intersection44,6,702,0,7,0.0
intersection97,6,702,0,0,0.0
intersection109,6,702,0,9,23.39
intersection141,7,816,0,0,0.0
intersection133,7,816,0,0,0.0
intersection33,7,819,0,9,9.22
intersection35,7,819,0,10,9.2
intersection40,7,819,0,8,4.69
intersection44,7,819,0,4,1.25
intersection97,7,819,0,1,98.0
intersection109,7,819,0,6,6.92
intersection141,8,932,0,0,0.0
intersection133,8,933,0,0,0.0
intersection33,8,935,0,17,15.56
intersection35,8,935,0,11,18.05
intersection40,8,935,0,16,16.94
intersection44,8,935,0,6,1.92
intersection97,8,935,0,2,12.25
intersection109,8,935,0,9,12.5
intersection141,9,1048,0,0,0.0
intersection133,9,1049,0,0,0.0
intersection33,9,1052,0,22,8.36
intersection35,9,1052,0,10,10.9
intersection40,9,1052,0,2,5.75
intersection44,9,1052,0,6,15.08
intersection97,9,1052,0,4,4.0
intersection109,9,1052,0,3,25.17
intersection141,10,1164,0,0,0.0
intersection133,10,1165,0,0,0.0
intersection33,10,1168,0,11,23.09
intersection35,10,1168,0,17,45.59
intersection40,10,1168,0,20,32.58
intersection44,10,1168,0,10,16.8
intersection97,10,1168,0,0,0.0
intersection109,10,1168,0,6,15.42
intersection141,11,1280,0,0,0.0
intersection133,11,1281,0,0,0.0
intersection33,11,1285,0,26,2.81
intersection35,11,1285,0,11,10.18
intersection40,11,1285,0,10,1.75
intersection44,11,1285,0,7,51.36
intersection97,11,1285,0,0,0.0
intersection109,11,1285,0,10,37.6
intersection141,12,1396,0,0,0.0
intersection133,12,1397,0,0,0.0
intersection33,12,1401,0,17,11.62
intersection35,12,1401,0,16,40.5
intersection40,12,1401,0,11,37.14
intersection44,12,1401,0,5,3.3
intersection97,12,1401,0,3,83.17
intersection109,12,1401,0,16,8.41
intersection141,13,1512,0,0,0.0
intersection133,13,1513,0,0,0.0
intersection33,13,1518,0,20,16.38
intersection35,13,1518,0,10,10.45
intersection40,13,1518,0,6,8.83
intersection44,13,1518,0,8,17.81
intersection97,13,1518,0,0,0.0
intersection109,13,1518,0,10,26.15
intersection141,14,1628,0,0,0.0
intersection133,14,1629,0,0,0.0
intersection33,14,1634,0,17,7.41
intersection35,14,1634,0,9,39.61
intersection40,14,1634,0,10,23.3
intersection44,14,1634,0,5,2.3
intersection97,14,1634,0,0,0.0
intersection109,14,1634,0,9,8.61
intersection141,15,1744,0,0,0.0
intersection133,15,1745,0,0,0.0
intersection33,15,1751,0,24,10.63
intersection35,15,1751,0,12,25.13
intersection40,15,1751,0,3,0.83
intersection44,15,1751,0,6,1.75
intersection97,15,1751,0,1,44.0
intersection109,15,1751,0,11,13.95
intersection141,16,1860,0,0,0.0
intersection133,16,1861,0,0,0.0
intersection33,16,1867,0,13,6.73
intersection35,16,1867,0,9,20.0
intersection40,16,1867,0,17,32.0
intersection44,16,1867,0,1,0.0
intersection97,16,1867,0,4,21.25
intersection109,16,1867,0,8,0.56
intersection141,17,1976,0,1,0.0
intersection133,17,1977,0,0,0.0
intersection33,17,1984,0,20,9.55
intersection35,17,1984,0,5,6.7
intersection40,17,1984,0,7,0.14
intersection44,17,1984,0,10,21.75
intersection97,17,1984,0,1,0.0
intersection109,17,1984,0,8,15.5
intersection141,18,2092,0,0,0.0
intersection133,18,2093,0,0,0.0
intersection33,18,2100,0,16,1.09
intersection35,18,2100,0,17,56.38
intersection40,18,2100,0,15,27.1
intersection44,18,2100,0,7,0.93
intersection97,18,2100,0,1,0.0
intersection109,18,2100,0,10,3.25
intersection141,19,2208,0,0,0.0
intersection133,19,2209,0,0,0.0
intersection33,19,2217,0,25,24.9
intersection35,19,2217,0,10,29.5
intersection40,19,2217,0,7,4.5
intersection44,19,2217,0,3,0.0
intersection97,19,2217,0,2,13.25
intersection109,19,2217,0,8,22.69
intersection141,20,2324,0,0,0.0
intersection133,20,2325,0,0,0.0
intersection33,20,2333,0,11,3.05
intersection35,20,2333,0,16,23.16
intersection40,20,2333,0,18,27.61
intersection44,20,2333,0,5,0.7
intersection97,20,2333,0,2,5.25
intersection109,20,2333,0,11,25.23
intersection141,21,2440,0,0,0.0
intersection133,21,2441,0,0,0.0
intersection33,21,2450,0,15,21.3
intersection35,21,2450,0,14,20.86
intersection40,21,2450,0,9,15.67
intersection44,21,2450,0,3,3.67
intersection97,21,2450,0,2,10.0
intersection109,21,2450,0,7,4.36
intersection141,22,2556,0,0,0.0
intersection133,22,2557,0,0,0.0
intersection33,22,2566,0,19,2.16
intersection35,22,2566,0,15,24.97
intersection40,22,2566,0,18,29.97
intersection44,22,2566,0,8,18.06
intersection97,22,2566,0,0,0.0
intersection109,22,2566,0,11,48.91
intersection141,23,2672,0,0,0.0
intersection133,23,2673,0,0,0.0
intersection33,23,2683,0,16,23.53
intersection35,23,2683,0,9,35.39
intersection40,23,2683,0,9,0.11
intersection44,23,2683,0,5,2.6
intersection97,23,2683,0,1,145.0
intersection109,23,2683,0,3,0.0
intersection141,24,2788,0,0,0.0
intersection133,24,2789,0,0,0.0
intersection33,24,2799,0,18,12.28
intersection35,24,2799,0,12,7.54
intersection40,24,2799,0,7,10.0
intersection44,24,2799,0,5,2.1
intersection97,24,2799,0,0,0.0
intersection109,24,2799,0,16,29.41
intersection141,25,2904,0,0,0.0
intersection133,25,2905,0,0,0.0
intersection33,25,2916,0,17,23.76
intersection35,25,2916,0,11,38.68
intersection40,25,2916,0,10,20.0
intersection44,25,2916,0,6,19.75
intersection97,25,2916,0,2,70.25
intersection109,25,2916,0,3,6.0
intersection141,26,3020,0,0,0.0
intersection133,26,3021,0,0,0.0
intersection33,26,3032,0,13,14.46
intersection35,26,3032,0,10,24.95
intersection40,26,3032,0,7,17.0
intersection44,26,3032,0,7,3.43
intersection97,26,3032,0,0,0.0
