'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,2,7.25
intersection35,1,120,0,3,9.33
intersection40,1,120,0,1,0.0
intersection44,1,120,0,1,0.0
intersection97,1,120,0,0,0.0
intersection109,1,120,0,1,10.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection40,2,236,0,10,10.8
intersection109,2,236,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,3,0.0
intersection35,2,236,0,5,0.1
intersection44,2,236,0,3,0.0
intersection97,2,236,0,2,48.75
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection40,3,352,0,6,2.58
intersection109,3,352,0,2,0.0
intersection33,3,353,0,16,24.16
intersection35,3,353,0,6,8.42
intersection44,3,353,0,6,0.0
intersection97,3,353,0,2,12.5
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection40,4,469,0,18,26.81
intersection109,4,469,0,10,46.15
intersection33,4,469,0,19,1.63
intersection35,4,469,0,12,31.58
intersection44,4,469,0,4,3.63
intersection97,4,469,0,0,0.0
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection40,5,585,0,11,0.95
intersection109,5,585,0,3,12.5
intersection33,5,586,0,16,17.25
intersection35,5,586,0,11,30.18
intersection44,5,586,0,7,24.64
intersection97,5,586,0,3,9.5
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection40,6,702,0,19,32.32
intersection109,6,702,0,17,40.74
intersection33,6,702,0,27,25.98
intersection35,6,702,0,11,20.73
intersection44,6,702,0,7,6.86
intersection97,6,702,0,1,70.0
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection40,7,818,0,15,4.37
intersection109,7,818,0,12,8.88
intersection33,7,819,0,19,9.32
intersection35,7,819,0,9,26.39
intersection44,7,819,0,4,0.0
intersection97,7,819,0,0,0.0
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection40,8,935,0,24,20.85
intersection109,8,935,0,6,40.0
intersection33,8,935,0,16,5.38
intersection35,8,935,0,11,35.23
intersection44,8,935,0,0,0.0
intersection97,8,935,0,4,42.75
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection40,9,1051,0,8,15.94
intersection109,9,1051,0,11,9.59
intersection33,9,1052,0,16,6.41
intersection35,9,1052,0,8,33.19
intersection44,9,1052,0,5,14.3
intersection97,9,1052,0,0,0.0
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection40,10,1168,0,13,28.65
intersection109,10,1168,0,9,14.11
intersection33,10,1168,0,12,5.67
intersection35,10,1168,0,13,35.96
intersection44,10,1168,0,8,24.81
intersection97,10,1168,0,0,0.0
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection40,11,1284,0,11,5.32
intersection109,11,1284,0,10,8.85
intersection33,11,1285,0,25,15.16
intersection35,11,1285,0,11,14.59
intersection44,11,1285,0,6,0.0
intersection97,11,1285,0,2,52.0
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection40,12,1401,0,12,38.83
intersection109,12,1401,0,10,10.3
intersection33,12,1401,0,16,2.88
intersection35,12,1401,0,8,26.0
intersection44,12,1401,0,7,7.64
intersection97,12,1401,0,4,13.0
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection40,13,1517,0,6,10.42
intersection109,13,1517,0,6,15.25
intersection33,13,1518,0,13,19.96
intersection35,13,1518,0,11,28.59
intersection44,13,1518,0,5,6.7
intersection97,13,1518,0,4,8.88
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection40,14,1634,0,13,22.54
intersection109,14,1634,0,5,12.9
intersection33,14,1634,0,14,9.86
intersection35,14,1634,0,14,29.46
intersection44,14,1634,0,9,24.11
intersection97,14,1634,0,3,13.5
intersection133,15,1744,0,0,0.0
intersection141,15,1744,0,0,0.0
intersection40,15,1750,0,12,8.96
intersection109,15,1750,0,10,7.3
intersection33,15,1751,0,18,15.61
intersection35,15,1751,0,10,29.85
intersection44,15,1751,0,7,3.36
intersection97,15,1751,0,1,0.0
intersection133,16,1860,0,0,0.0
intersection141,16,1860,0,0,0.0
intersection40,16,1867,0,11,12.23
intersection109,16,1867,0,7,21.93
intersection33,16,1867,0,19,11.63
intersection35,16,1867,0,10,25.2
intersection44,16,1867,0,6,19.33
intersection97,16,1867,0,3,49.0
intersection133,17,1976,0,0,0.0
intersection141,17,1976,0,0,0.0
intersection40,17,1983,0,11,8.82
intersection109,17,1983,0,4,10.63
intersection33,17,1984,0,18,11.53
intersection35,17,1984,0,4,17.75
intersection44,17,1984,0,9,11.67
intersection97,17,1984,0,2,0.0
intersection133,18,2092,0,0,0.0
intersection141,18,2092,0,0,0.0
intersection40,18,2100,0,17,16.97
intersection109,18,2100,0,7,9.0
intersection33,18,2100,0,16,12.16
intersection35,18,2100,0,13,29.69
intersection44,18,2100,0,8,3.63
intersection97,18,2100,0,1,0.0
intersection133,19,2208,0,0,0.0
intersection141,19,2208,0,0,0.0
intersection40,19,2216,0,8,0.94
intersection109,19,2216,0,2,0.0
intersection33,19,2217,0,15,12.67
intersection35,19,2217,0,12,30.63
intersection44,19,2217,0,4,0.0
intersection97,19,2217,0,2,0.0
intersection133,20,2324,0,0,0.0
intersection141,20,2324,0,1,0.5
intersection40,20,2333,0,10,18.9
intersection109,20,2333,0,10,12.95
intersection33,20,2333,0,27,4.93
intersection35,20,2333,0,9,14.22
intersection44,20,2333,0,10,9.2
intersection97,20,2333,0,0,0.0
intersection133,21,2440,0,0,0.0
intersection141,21,2441,0,0,0.0
intersection40,21,2449,0,9,9.72
intersection109,21,2449,0,8,3.31
intersection33,21,2450,0,22,7.39
intersection35,21,2450,0,14,49.0
intersection44,21,2450,0,6,9.42
intersection97,21,2450,0,2,28.25
intersection133,22,2556,0,0,0.0
intersection141,22,2557,0,0,0.0
intersection40,22,2566,0,19,18.5
intersection109,22,2566,0,6,24.17
intersection33,22,2566,0,16,8.81
intersection35,22,2566,0,10,20.85
intersection44,22,2566,0,4,5.0
intersection97,22,2566,0,1,52.5
intersection133,23,2672,0,0,0.0
intersection141,23,2673,0,0,0.0
intersection40,23,2682,0,6,0.58
intersection109,23,2682,0,11,4.86
intersection33,23,2683,0,19,18.95
intersection35,23,2683,0,9,41.0
intersection44,23,2683,0,6,22.42
intersection97,23,2683,0,2,12.25
intersection133,24,2788,0,0,0.0
intersection141,24,2789,0,1,35.5
intersection40,24,2799,0,13,21.04
intersection109,24,2799,0,5,11.4
intersection33,24,2799,0,12,12.17
intersection35,24,2799,0,13,24.31
intersection44,24,2799,0,8,1.25
intersection97,24,2799,0,0,0.0
intersection133,25,2904,0,0,0.0
intersection141,25,2905,0,0,0.0
intersection40,25,2915,0,11,5.32
intersection109,25,2915,0,6,4.08
intersection33,25,2916,0,14,17.39
intersection35,25,2916,0,12,43.58
intersection44,25,2916,0,10,20.2
intersection97,25,2916,0,5,39.5
intersection133,26,3020,0,0,0.0
intersection141,26,3021,0,0,0.0
intersection40,26,3032,0,7,8.21
intersection109,26,3032,0,10,28.25
intersection33,26,3032,0,21,10.69
intersection35,26,3032,0,14,36.39
intersection44,26,3032,0,9,1.39
intersection97,26,3032,0,2,17.75
intersection133,27,3136,0,0,0.0
intersection141,27,3137,0,0,0.0
intersection40,27,3148,0,12,23.79
intersection109,27,3148,0,5,0.1
intersection33,27,3149,0,14,32.11
intersection35,27,3149,0,14,24.93
intersection44,27,3149,0,5,8.4
intersection97,27,3149,0,1,54.5
intersection133,28,3252,0,0,0.0
intersection141,28,3253,0,0,0.0
intersection40,28,3265,0,6,2.75
intersection109,28,3265,0,13,42.62
intersection33,28,3265,0,22,13.8
intersection35,28,3265,0,13,36.0
intersection44,28,3265,0,5,0.4
intersection97,28,3265,0,1,106.0
intersection133,29,3368,0,0,0.0
intersection141,29,3369,0,0,0.0
intersection40,29,3381,0,16,26.91
intersection109,29,3381,0,9,8.44
intersection33,29,3382,0,10,31.4
intersection35,29,3382,0,11,23.59
intersection44,29,3382,0,4,5.88
intersection97,29,3382,0,2,55.25
intersection133,30,3484,0,0,0.0
intersection141,30,3485,0,0,0.0
intersection40,30,3498,0,12,3.33
intersection109,30,3498,0,13,14.85
intersection33,30,3498,0,24,7.17
intersection35,30,3498,0,11,46.68
intersection44,30,3498,0,7,4.64
intersection97,30,3498,0,3,26.33
intersection133,31,3600,0,0,0.0
