'Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay'
Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,1,0.0
intersection35,1,120,0,3,0.0
intersection40,1,120,0,0,0.0
intersection44,1,120,0,2,2.5
intersection97,1,120,0,1,0.0
intersection109,1,120,0,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,0,2,20.5
intersection35,2,236,0,10,0.5
intersection40,2,236,0,4,13.63
intersection44,2,236,0,4,0.0
intersection97,2,236,0,2,2.25
intersection109,2,236,0,2,0.0
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,0,14,33.79
intersection35,3,353,0,8,39.38
intersection40,3,353,0,13,10.42
intersection44,3,353,0,7,28.57
intersection97,3,353,0,0,0.0
intersection109,3,353,0,4,4.0
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,0,19,6.32
intersection35,4,469,0,19,36.55
intersection40,4,469,0,11,10.64
intersection44,4,469,0,5,16.9
intersection97,4,469,0,6,23.17
intersection109,4,469,0,14,37.43
intersection141,5,584,0,0,0.0
intersection133,5,585,0,0,0.0
intersection33,5,586,0,15,26.17
intersection35,5,586,0,11,4.23
intersection40,5,586,0,15,22.23
intersection44,5,586,0,11,4.64
intersection97,5,586,0,0,0.0
intersection109,5,586,0,4,5.5
intersection141,6,700,0,0,0.0
intersection133,6,701,0,0,0.0
intersection33,6,702,0,19,16.89
intersection35,6,702,0,15,14.07
intersection40,6,702,0,6,8.0
intersection44,6,702,0,7,27.14
intersection97,6,702,0,2,32.5
intersection109,6,702,0,20,30.4
intersection141,7,816,0,0,0.0
intersection133,7,817,0,0,0.0
intersection33,7,819,0,14,27.11
intersection35,7,819,0,7,13.93
intersection40,7,819,0,13,17.12
intersection44,7,819,0,8,4.94
intersection97,7,819,0,4,17.13
intersection109,7,819,0,4,8.75
intersection141,8,932,0,0,0.0
intersection133,8,933,0,0,0.0
intersection33,8,935,0,14,13.64
intersection35,8,935,0,14,27.46
intersection40,8,935,0,5,8.6
intersection44,8,935,0,12,16.13
intersection97,8,935,0,2,4.0
intersection109,8,935,0,17,19.41
intersection141,9,1048,0,1,0.0
intersection133,9,1049,0,0,0.0
intersection33,9,1052,0,20,47.23
intersection35,9,1052,0,18,18.53
intersection40,9,1052,0,17,24.15
intersection44,9,1052,0,8,10.69
intersection97,9,1052,0,2,19.75
intersection109,9,1052,0,4,0.0
intersection141,10,1164,0,0,0.0
intersection133,10,1165,0,0,0.0
intersection33,10,1168,0,27,8.0
intersection35,10,1168,0,7,11.86
intersection40,10,1168,0,14,17.64
intersection44,10,1168,0,6,0.0
intersection97,10,1168,0,4,10.0
intersection109,10,1168,0,11,16.27
intersection141,11,1280,0,0,0.0
intersection133,11,1281,0,0,0.0
intersection33,11,1285,0,17,37.09
intersection35,11,1285,0,16,27.66
intersection40,11,1285,0,10,7.7
intersection44,11,1285,0,7,27.21
intersection97,11,1285,0,0,0.0
intersection109,11,1285,0,10,22.1
intersection141,12,1396,0,0,0.0
intersection133,12,1397,0,0,0.0
intersection33,12,1401,0,27,10.72
intersection35,12,1401,0,16,24.19
intersection40,12,1401,0,10,20.35
intersection44,12,1401,0,6,16.75
intersection97,12,1401,0,0,0.0
intersection109,12,1401,0,8,26.25
intersection141,13,1512,0,0,0.0
intersection133,13,1513,0,0,0.0
intersection33,13,1518,0,20,36.03
intersection35,13,1518,0,13,26.08
intersection40,13,1518,0,19,12.32
intersection44,13,1518,0,6,1.75
intersection97,13,1518,0,0,0.0
intersection109,13,1518,0,7,21.93
intersection141,14,1628,0,0,0.0
intersection133,14,1629,0,0,0.0
intersection33,14,1634,0,20,5.45
intersection35,14,1634,0,8,18.56
intersection40,14,1634,0,8,17.63
intersection44,14,1634,0,4,25.63
intersection97,14,1634,0,4,2.38
intersection109,14,1634,0,11,11.73
intersection141,15,1744,0,0,0.0
intersection133,15,1745,0,0,0.0
intersection33,15,1751,0,20,16.4
intersection35,15,1751,0,17,30.85
intersection40,15,1751,0,13,12.92
intersection44,15,1751,0,9,6.72
intersection97,15,1751,0,0,0.0
intersection109,15,1751,0,8,14.25
intersection141,16,1860,0,0,0.0
intersection133,16,1861,0,0,0.0
intersection97,16,1867,0,0,0.0
intersection33,16,1867,0,16,3.75
intersection35,16,1867,0,15,31.33
intersection40,16,1867,0,12,11.83
intersection44,16,1867,0,8,29.75
intersection109,16,1867,0,8,8.06
intersection141,17,1976,0,0,0.0
intersection133,17,1977,0,0,0.0
intersection97,17,1983,0,1,0.0
intersection33,17,1984,0,22,10.86
intersection35,17,1984,0,16,33.53
intersection40,17,1984,0,14,10.07
intersection44,17,1984,0,9,0.0
intersection109,17,1984,0,16,17.03
intersection141,18,2092,0,0,0.0
intersection133,18,2093,0,0,0.0
intersection97,18,2100,0,4,33.0
intersection33,18,2100,0,16,6.13
intersection35,18,2100,0,14,37.61
intersection40,18,2100,0,12,21.04
intersection44,18,2100,0,7,2.5
intersection109,18,2100,0,8,14.19
intersection141,19,2208,0,0,0.0
intersection133,19,2209,0,0,0.0
intersection97,19,2216,0,4,11.63
intersection33,19,2217,0,20,22.68
intersection35,19,2217,0,12,44.17
intersection40,19,2217,0,12,19.67
intersection44,19,2217,0,10,7.3
intersection109,19,2217,0,15,9.67
intersection141,20,2324,0,0,0.0
intersection133,20,2326,0,0,0.0
intersection97,20,2333,0,2,24.5
intersection33,20,2333,0,16,6.94
intersection35,20,2333,0,12,41.75
intersection40,20,2333,0,10,12.9
intersection44,20,2333,0,11,36.32
intersection109,20,2333,0,11,24.82
intersection141,21,2440,0,0,0.0
intersection133,21,2442,0,0,0.0
intersection97,21,2449,0,1,0.0
intersection33,21,2450,0,18,13.14
intersection35,21,2450,0,16,36.5
intersection40,21,2450,0,13,18.58
intersection44,21,2450,0,7,10.93
intersection109,21,2450,0,8,20.19
intersection141,22,2556,0,0,0.0
intersection133,22,2559,0,0,0.0
intersection97,22,2566,0,1,19.0
intersection33,22,2566,0,15,3.6
intersection35,22,2566,0,12,7.92
intersection40,22,2566,0,10,9.65
intersection44,22,2566,0,10,5.55
intersection109,22,2566,0,7,21.71
intersection141,23,2672,0,0,0.0
intersection133,23,2675,0,0,0.0
intersection97,23,2682,0,1,0.0
intersection33,23,2683,0,17,16.15
intersection35,23,2683,0,21,26.98
intersection40,23,2683,0,14,4.0
intersection44,23,2683,0,9,0.22
intersection109,23,2683,0,9,23.11
intersection141,24,2788,0,0,0.0
intersection133,24,2791,0,0,0.0
intersection97,24,2798,0,1,0.0
intersection33,24,2799,0,18,0.94
intersection35,24,2799,0,11,36.27
intersection40,24,2799,0,11,19.73
intersection44,24,2799,0,2,0.0
intersection109,24,2799,0,10,7.35
intersection141,25,2904,0,0,0.0
intersection133,25,2907,0,0,0.0
intersection97,25,2915,0,3,27.17
intersection33,25,2916,0,21,16.98
intersection35,25,2916,0,12,14.42
intersection40,25,2916,0,7,5.07
intersection44,25,2916,0,9,21.67
intersection109,25,2916,0,16,8.97
intersection141,26,3020,0,0,0.0
intersection133,26,3023,0,0,0.0
intersection97,26,3031,0,0,0.0
intersection33,26,3032,0,15,5.93
intersection35,26,3032,0,11,40.45
intersection40,26,3032,0,17,22.59
intersection44,26,3032,0,9,3.06
intersection109,26,3032,0,6,40.08
intersection141,27,3136,0,0,0.0
intersection133,27,3139,0,0,0.0
intersection97,27,3148,0,2,91.75
intersection33,27,3149,0,14,26.68
intersection35,27,3149,0,17,22.18
intersection40,27,3149,0,15,5.97
intersection44,27,3149,0,7,0.0
intersection109,27,3149,0,4,12.38
intersection141,28,3252,0,0,0.0
intersection133,28,3255,0,0,0.0
intersection97,28,3264,0,6,7.83
intersection33,28,3265,0,29,12.24
intersection35,28,3265,0,15,15.33
