Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,4,4.38
intersection35,1,120,1,5,0.6
intersection40,1,120,2,4,4.38
intersection44,1,120,0,1,3.5
intersection97,1,120,0,0,0.0
intersection109,1,120,2,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,5,11,1.86
intersection35,2,236,10,6,0.0
intersection40,2,236,4,5,9.9
intersection44,2,236,3,4,0.0
intersection97,2,236,0,1,51.5
intersection109,2,236,6,1,6.5
intersection133,3,352,0,0,0.0
intersection141,3,352,0,1,20.0
intersection33,3,353,4,14,18.07
intersection35,3,353,8,19,28.66
intersection40,3,353,9,12,5.83
intersection44,3,353,10,3,6.0
intersection97,3,353,0,6,58.83
intersection109,3,353,7,9,16.72
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,6,22,10.61
intersection35,4,469,5,18,33.28
intersection40,4,469,4,20,23.78
intersection44,4,469,2,12,16.08
intersection97,4,469,1,1,0.0
intersection109,4,469,16,8,21.69
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,9,27,22.81
intersection35,5,586,6,20,22.1
intersection40,5,586,24,11,5.68
intersection44,5,586,8,5,26.0
intersection97,5,586,1,4,11.38
intersection109,5,586,11,13,19.96
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,11,25,3.94
intersection35,6,702,16,13,33.88
intersection40,6,702,2,32,37.34
intersection44,6,702,6,11,6.45
intersection97,6,702,0,1,26.0
intersection109,6,702,10,14,29.86
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,2,31,18.85
intersection35,7,819,6,20,41.65
intersection40,7,819,9,17,12.41
intersection44,7,819,4,8,7.63
intersection97,7,819,2,2,36.75
intersection109,7,819,13,8,14.0
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,12,25,14.58
intersection35,8,935,14,17,26.18
intersection40,8,935,10,23,15.09
intersection44,8,935,9,15,5.57
intersection97,8,935,1,6,19.33
intersection109,8,935,7,14,19.21
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,9,18,16.83
intersection35,9,1052,12,25,33.38
intersection40,9,1052,6,12,18.63
intersection44,9,1052,8,16,14.28
intersection97,9,1052,0,0,0.0
intersection109,9,1052,13,9,11.67
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,8,20,7.15
intersection35,10,1168,8,17,28.03
intersection40,10,1168,9,18,11.08
intersection44,10,1168,2,12,36.71
intersection97,10,1168,0,1,49.5
intersection109,10,1168,7,27,30.59
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,6,17,28.12
intersection35,11,1285,9,16,29.56
intersection40,11,1285,7,9,9.28
intersection44,11,1285,10,7,4.14
intersection97,11,1285,0,6,58.83
intersection109,11,1285,17,15,4.23
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection33,12,1401,7,30,13.58
intersection35,12,1401,3,19,17.55
intersection40,12,1401,11,21,18.12
intersection44,12,1401,5,20,5.75
intersection97,12,1401,0,1,2.0
intersection109,12,1401,10,18,22.39
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection33,13,1518,6,29,5.5
intersection35,13,1518,11,17,35.62
intersection40,13,1518,8,21,10.6
intersection44,13,1518,5,8,2.63
intersection97,13,1518,0,2,20.0
intersection109,13,1518,18,14,1.89
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection33,14,1634,2,27,12.85
intersection35,14,1634,9,22,43.2
intersection40,14,1634,5,19,20.5
intersection44,14,1634,5,6,6.08
intersection97,14,1634,2,4,34.13
intersection109,14,1634,6,9,9.5
intersection133,15,1744,0,0,0.0
intersection141,15,1744,0,0,0.0
intersection33,15,1751,8,25,7.7
intersection35,15,1751,3,13,39.42
intersection40,15,1751,10,20,6.08
intersection44,15,1751,8,16,12.13
intersection97,15,1751,2,2,41.5
intersection109,15,1751,5,25,4.16
intersection133,16,1860,0,0,0.0
intersection141,16,1860,0,0,0.0
intersection33,16,1867,12,26,6.98
intersection35,16,1867,9,17,24.62
intersection40,16,1867,10,20,34.13
intersection44,16,1867,11,12,5.83
intersection97,16,1867,0,7,8.21
intersection109,16,1867,9,14,9.54
intersection133,17,1976,0,0,0.0
intersection141,17,1976,0,0,0.0
intersection33,17,1984,8,31,12.48
intersection35,17,1984,9,13,46.65
intersection40,17,1984,10,15,10.23
intersection44,17,1984,6,9,4.44
intersection97,17,1984,0,0,0.0
intersection109,17,1984,7,17,15.91
intersection133,18,2092,0,0,0.0
intersection141,18,2092,0,0,0.0
intersection33,18,2100,8,31,12.52
intersection35,18,2100,12,23,37.09
intersection40,18,2100,7,19,15.82
intersection44,18,2100,3,9,14.22
intersection97,18,2100,0,1,46.5
intersection109,18,2100,12,16,10.06
intersection133,19,2208,0,0,0.0
intersection141,19,2208,0,0,0.0
intersection33,19,2217,7,32,14.98
intersection35,19,2217,7,22,34.36
intersection40,19,2217,6,14,5.71
intersection44,19,2217,5,10,1.75
intersection97,19,2217,1,1,45.5
intersection109,19,2217,13,8,13.31
intersection133,20,2324,0,0,0.0
intersection141,20,2324,0,0,0.0
intersection33,20,2333,8,22,3.61
intersection35,20,2333,15,14,21.21
intersection40,20,2333,9,15,8.67
intersection44,20,2333,14,13,1.38
intersection97,20,2333,0,4,68.13
intersection109,20,2333,4,24,17.21
intersection133,21,2440,0,0,0.0
intersection141,21,2440,0,0,0.0
intersection33,21,2450,3,26,30.25
intersection35,21,2450,9,20,36.9
intersection40,21,2450,7,14,19.96
intersection44,21,2450,4,15,5.47
intersection97,21,2450,0,3,13.5
intersection109,21,2450,22,9,6.28
intersection133,22,2556,0,0,0.0
intersection141,22,2556,0,0,0.0
intersection33,22,2566,12,26,4.9
intersection35,22,2566,9,21,35.14
intersection40,22,2566,7,19,12.24
intersection44,22,2566,7,10,0.95
intersection97,22,2566,0,1,24.5
intersection109,22,2566,4,23,32.59
intersection133,23,2672,0,0,0.0
intersection141,23,2672,0,0,0.0
intersection33,23,2683,11,29,30.4
intersection35,23,2683,9,22,25.3
intersection40,23,2683,14,16,4.91
intersection44,23,2683,9,11,15.68
intersection97,23,2683,0,3,23.5
intersection109,23,2683,13,8,0.0
intersection133,24,2788,0,0,0.0
intersection141,24,2788,0,0,0.0
intersection33,24,2799,17,31,8.21
intersection35,24,2799,6,14,17.71
intersection40,24,2799,2,23,21.26
intersection44,24,2799,4,17,16.32
intersection97,24,2799,0,1,0.0
intersection109,24,2799,3,20,35.15
intersection133,25,2904,0,0,0.0
intersection141,25,2904,0,0,0.0
intersection33,25,2916,5,17,39.59
intersection35,25,2916,17,19,29.32
intersection40,25,2916,10,12,0.71
intersection44,25,2916,8,5,10.0
intersection97,25,2916,2,5,0.0
intersection109,25,2916,25,2,0.5
intersection133,26,3020,0,0,0.0
intersection141,26,3020,0,0,0.0
intersection33,26,3032,11,30,25.3
intersection35,26,3032,4,18,34.83
intersection40,26,3032,6,22,14.75
intersection44,26,3032,9,13,12.15
intersection97,26,3032,1,2,38.0
intersection109,26,3032,2,15,62.77
intersection133,27,3136,0,0,0.0
