Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,2,11,3.77
intersection35,1,120,9,0,0.0
intersection40,1,120,7,6,0.08
intersection44,1,120,5,5,0.0
intersection97,1,120,1,1,0.0
intersection109,1,120,6,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,1,0.0
intersection33,2,236,7,20,1.38
intersection35,2,236,9,14,25.14
intersection40,2,236,8,22,14.07
intersection44,2,236,10,14,4.75
intersection97,2,236,1,3,26.33
intersection109,2,236,10,6,10.0
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,6,39,10.37
intersection35,3,353,15,33,18.76
intersection40,3,353,21,16,5.28
intersection44,3,353,11,24,8.08
intersection97,3,353,1,4,17.13
intersection109,3,353,31,13,5.88
intersection133,4,468,0,0,0.0
intersection141,4,468,0,0,0.0
intersection33,4,469,14,56,13.35
intersection35,4,469,26,44,29.81
intersection40,4,469,12,43,21.08
intersection44,4,469,15,19,12.66
intersection97,4,469,1,8,51.81
intersection109,4,469,9,25,23.82
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,18,63,17.66
intersection35,5,586,36,35,12.31
intersection40,5,586,35,32,3.98
intersection44,5,586,10,26,16.67
intersection97,5,586,1,2,14.75
intersection109,5,586,31,21,14.24
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,26,60,17.06
intersection35,6,702,31,35,37.07
intersection40,6,702,14,44,40.9
intersection44,6,702,16,20,3.25
intersection97,6,702,4,10,44.05
intersection109,6,702,25,48,26.13
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,25,69,8.0
intersection35,7,819,26,53,42.96
intersection40,7,819,33,31,11.45
intersection44,7,819,12,33,13.71
intersection97,7,819,4,8,10.75
intersection109,7,819,28,34,15.51
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,23,64,24.92
intersection35,8,935,53,32,17.47
intersection40,8,935,11,49,30.5
intersection44,8,935,15,30,3.28
intersection97,8,935,1,6,17.75
intersection109,8,935,32,30,34.02
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,16,68,8.32
intersection35,9,1052,22,43,22.29
intersection40,9,1052,24,26,22.73
intersection44,9,1052,6,31,13.4
intersection97,9,1052,2,2,0.0
intersection109,9,1052,34,25,20.02
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,24,45,16.5
intersection35,10,1168,40,32,59.64
intersection40,10,1168,21,41,31.01
intersection44,10,1168,23,13,9.85
intersection97,10,1168,0,14,34.07
intersection109,10,1168,7,39,20.78
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,14,44,20.31
intersection35,11,1285,52,61,49.09
intersection40,11,1285,27,27,15.35
intersection44,11,1285,6,39,9.74
intersection97,11,1285,3,0,0.0
intersection109,11,1285,23,23,12.85
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection33,12,1401,39,53,12.23
intersection35,12,1401,14,50,26.13
intersection40,12,1401,22,45,26.39
intersection44,12,1401,13,18,2.17
intersection97,12,1401,0,11,29.77
intersection109,12,1401,17,36,21.74
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection33,13,1518,21,53,36.68
intersection35,13,1518,21,47,22.05
intersection40,13,1518,23,38,7.17
intersection44,13,1518,9,28,19.11
intersection97,13,1518,0,1,11.0
intersection109,13,1518,28,29,5.29
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection33,14,1634,40,79,11.92
intersection35,14,1634,16,32,24.52
intersection40,14,1634,19,45,31.31
intersection44,14,1634,13,27,13.19
intersection97,14,1634,0,12,32.33
intersection109,14,1634,21,30,48.1
intersection133,15,1744,0,0,0.0
intersection141,15,1744,0,0,0.0
intersection33,15,1751,12,59,25.87
intersection35,15,1751,50,53,34.87
intersection40,15,1751,28,45,4.72
intersection44,15,1751,20,24,4.81
intersection97,15,1751,0,3,17.0
intersection109,15,1751,48,25,15.5
intersection133,16,1860,0,0,0.0
intersection141,16,1860,0,0,0.0
intersection33,16,1867,16,74,17.12
intersection35,16,1867,36,41,21.66
intersection40,16,1867,24,35,15.0
intersection44,16,1867,12,25,18.96
intersection97,16,1867,2,6,45.25
intersection109,16,1867,30,33,46.85
intersection133,17,1976,0,0,0.0
intersection141,17,1976,0,0,0.0
intersection33,17,1984,20,54,4.56
intersection35,17,1984,30,33,31.27
intersection40,17,1984,17,39,16.37
intersection44,17,1984,21,34,11.57
intersection97,17,1984,3,14,53.11
intersection109,17,1984,28,41,11.57
intersection133,18,2092,0,0,0.0
intersection141,18,2092,0,0,0.0
intersection33,18,2100,15,53,23.69
intersection35,18,2100,33,46,63.53
intersection40,18,2100,16,38,8.89
intersection44,18,2100,17,39,6.1
intersection97,18,2100,0,5,0.0
intersection109,18,2100,18,28,11.25
intersection133,19,2208,0,0,0.0
intersection141,19,2208,0,0,0.0
intersection33,19,2217,19,59,4.82
intersection35,19,2217,34,51,17.23
intersection40,19,2217,26,34,21.84
intersection44,19,2217,12,30,16.67
intersection97,19,2217,4,7,23.57
intersection109,19,2217,10,30,26.63
intersection133,20,2324,0,0,0.0
intersection141,20,2324,0,0,0.0
intersection33,20,2333,25,45,35.53
intersection35,20,2333,29,50,38.98
intersection40,20,2333,15,40,19.05
intersection44,20,2333,18,20,9.32
intersection97,20,2333,2,8,26.38
intersection109,20,2333,48,17,6.03
intersection133,21,2440,0,0,0.0
intersection141,21,2440,0,0,0.0
intersection33,21,2450,20,65,14.23
intersection35,21,2450,26,40,26.11
intersection40,21,2450,26,43,9.07
intersection44,21,2450,10,29,21.33
intersection97,21,2450,0,1,39.0
intersection109,21,2450,35,49,23.76
intersection133,22,2556,0,0,0.0
intersection141,22,2556,0,0,0.0
intersection33,22,2566,13,59,14.64
intersection35,22,2566,19,44,41.02
intersection40,22,2566,18,38,31.97
intersection44,22,2566,13,20,11.53
intersection97,22,2566,0,1,116.0
intersection109,22,2566,36,49,48.32
intersection133,23,2672,0,0,0.0
intersection141,23,2672,0,0,0.0
intersection33,23,2683,13,61,13.63
intersection35,23,2683,39,52,29.1
intersection40,23,2683,31,30,9.72
intersection44,23,2683,13,18,13.14
intersection97,23,2683,2,7,43.57
intersection109,23,2683,50,28,21.91
