Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,3,11,10.73
intersection35,1,120,4,9,6.06
intersection40,1,120,5,5,0.1
intersection44,1,120,4,2,0.0
intersection97,1,120,1,3,0.0
intersection109,1,120,4,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,7,16,5.59
intersection35,2,236,25,17,4.65
intersection40,2,236,11,19,16.71
intersection44,2,236,9,8,0.19
intersection97,2,236,2,5,18.8
intersection109,2,236,14,5,12.8
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,7,39,18.12
intersection35,3,353,12,36,42.72
intersection40,3,353,25,26,2.17
intersection44,3,353,6,17,18.97
intersection97,3,353,5,0,0.0
intersection109,3,353,24,12,11.58
intersection133,4,468,0,0,0.0
intersection141,4,468,0,1,19.0
intersection33,4,469,22,51,4.39
intersection35,4,469,41,38,14.95
intersection40,4,469,18,47,24.67
intersection44,4,469,13,22,11.02
intersection97,4,469,2,14,35.89
intersection109,4,469,11,28,15.04
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,35,56,23.37
intersection35,5,586,23,41,36.61
intersection40,5,586,16,34,5.85
intersection44,5,586,17,30,0.67
intersection97,5,586,1,9,12.28
intersection109,5,586,38,10,10.8
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,23,60,18.39
intersection35,6,702,35,47,52.47
intersection40,6,702,29,37,15.41
intersection44,6,702,12,36,27.26
intersection97,6,702,0,8,5.63
intersection109,6,702,12,32,42.13
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,8,61,24.7
intersection35,7,819,35,66,15.92
intersection40,7,819,29,31,14.81
intersection44,7,819,17,21,6.45
intersection97,7,819,0,7,27.43
intersection109,7,819,34,26,28.0
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,25,48,14.33
intersection35,8,935,15,46,23.62
intersection40,8,935,16,50,33.49
intersection44,8,935,14,25,16.06
intersection97,8,935,2,6,10.58
intersection109,8,935,9,46,28.72
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,27,40,25.53
intersection35,9,1052,28,33,16.35
intersection40,9,1052,37,27,4.06
intersection44,9,1052,16,27,12.19
intersection97,9,1052,0,1,0.0
intersection109,9,1052,22,20,5.48
intersection133,10,1164,0,0,0.0
intersection141,10,1164,0,0,0.0
intersection33,10,1168,15,64,11.53
intersection35,10,1168,24,33,36.47
intersection40,10,1168,25,49,37.01
intersection44,10,1168,16,29,19.83
intersection97,10,1168,1,13,40.58
intersection109,10,1168,23,37,36.36
intersection133,11,1280,0,0,0.0
intersection141,11,1280,0,0,0.0
intersection33,11,1285,12,60,7.19
intersection35,11,1285,44,44,28.8
intersection40,11,1285,29,40,18.33
intersection44,11,1285,15,27,4.98
intersection97,11,1285,1,2,33.75
intersection109,11,1285,31,27,17.56
intersection133,12,1396,0,0,0.0
intersection141,12,1396,0,0,0.0
intersection33,12,1401,34,51,16.85
intersection35,12,1401,32,32,33.64
intersection40,12,1401,28,39,23.64
intersection44,12,1401,12,31,27.97
intersection97,12,1401,1,1,8.5
intersection109,12,1401,18,35,29.26
intersection133,13,1512,0,0,0.0
intersection141,13,1512,0,0,0.0
intersection33,13,1518,21,61,29.19
intersection35,13,1518,38,46,64.52
intersection40,13,1518,17,44,26.39
intersection44,13,1518,15,21,6.67
intersection97,13,1518,1,13,31.73
intersection109,13,1518,35,22,18.77
intersection133,14,1628,0,0,0.0
intersection141,14,1628,0,0,0.0
intersection33,14,1634,24,64,9.05
intersection35,14,1634,45,48,21.21
intersection40,14,1634,24,39,9.54
intersection44,14,1634,16,31,9.44
intersection97,14,1634,1,2,12.0
intersection109,14,1634,16,43,26.99
intersection133,15,1744,0,0,0.0
intersection141,15,1744,0,0,0.0
intersection33,15,1751,11,52,22.25
intersection35,15,1751,30,36,34.0
intersection40,15,1751,24,52,16.15
intersection44,15,1751,14,31,18.31
intersection97,15,1751,3,8,23.13
intersection109,15,1751,26,16,13.22
intersection133,16,1860,0,0,0.0
intersection141,16,1860,0,0,0.0
intersection33,16,1867,15,55,6.32
intersection35,16,1867,49,35,66.17
intersection40,16,1867,24,39,17.54
intersection44,16,1867,14,31,13.26
intersection97,16,1867,2,9,10.89
intersection109,16,1867,16,41,19.99
intersection133,17,1976,0,0,0.0
intersection141,17,1976,0,1,27.0
intersection33,17,1984,15,45,16.63
intersection35,17,1984,47,62,26.71
intersection40,17,1984,26,37,23.91
intersection44,17,1984,15,23,13.46
intersection97,17,1984,1,3,5.5
intersection109,17,1984,25,28,15.54
intersection133,18,2092,0,0,0.0
intersection141,18,2093,1,0,0.0
intersection33,18,2100,36,57,22.52
intersection35,18,2100,31,32,39.86
intersection40,18,2100,19,45,10.99
intersection44,18,2100,6,24,22.48
intersection97,18,2100,1,7,21.07
intersection109,18,2100,27,22,13.32
intersection133,19,2208,0,0,0.0
intersection141,19,2209,0,1,4.5
intersection33,19,2217,24,71,10.54
intersection35,19,2217,31,55,49.77
intersection40,19,2217,22,42,21.38
intersection44,19,2217,15,22,6.18
intersection97,19,2217,2,4,16.0
intersection109,19,2217,12,33,30.94
intersection133,20,2324,0,0,0.0
intersection141,20,2326,0,1,0.0
intersection33,20,2333,17,49,18.28
intersection35,20,2333,59,51,17.88
intersection40,20,2333,23,34,14.93
intersection44,20,2333,9,26,29.87
intersection97,20,2333,2,9,34.89
intersection109,20,2333,47,29,23.12
intersection133,21,2440,0,0,0.0
intersection141,21,2442,0,0,0.0
intersection33,21,2450,32,56,21.49
intersection35,21,2450,18,42,30.6
intersection40,21,2450,16,36,23.33
intersection44,21,2450,20,16,6.56
intersection97,21,2450,1,7,30.0
intersection109,21,2450,27,55,26.95
intersection133,22,2556,0,0,0.0
intersection141,22,2558,0,0,0.0
intersection33,22,2566,18,48,46.68
intersection35,22,2566,23,27,66.67
intersection40,22,2566,31,23,13.2
intersection44,22,2566,16,28,48.77
intersection97,22,2566,0,8,19.13
intersection109,22,2566,30,31,49.5
intersection133,23,2672,0,0,0.0
intersection141,23,2674,0,1,0.0
intersection33,23,2683,12,43,18.93
intersection35,23,2683,41,43,30.35
intersection40,23,2683,31,55,28.53
