Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
intersection33,1,120,0,3,9.5
intersection35,1,120,4,10,0.45
intersection40,1,120,5,5,0.1
intersection44,1,120,6,1,0.0
intersection97,1,120,2,0,0.0
intersection109,1,120,6,0,0.0
intersection133,1,120,0,0,0.0
intersection141,1,120,0,0,0.0
intersection133,2,236,0,0,0.0
intersection141,2,236,0,0,0.0
intersection33,2,236,13,22,2.41
intersection35,2,236,16,14,5.25
intersection40,2,236,15,19,11.92
intersection44,2,236,13,14,0.43
intersection97,2,236,0,6,8.58
intersection109,2,236,4,6,13.58
intersection133,3,352,0,0,0.0
intersection141,3,352,0,0,0.0
intersection33,3,353,23,41,13.02
intersection35,3,353,11,25,32.78
intersection40,3,353,19,26,11.79
intersection44,3,353,10,20,7.98
intersection97,3,353,0,7,24.86
intersection109,3,353,26,16,14.97
intersection133,4,468,0,0,0.0
intersection141,4,468,0,1,0.0
intersection33,4,469,15,73,17.8
intersection35,4,469,28,26,43.04
intersection40,4,469,23,36,16.79
intersection44,4,469,11,18,10.94
intersection97,4,469,0,6,0.67
intersection109,4,469,15,19,24.55
intersection133,5,584,0,0,0.0
intersection141,5,584,0,0,0.0
intersection33,5,586,13,49,8.52
intersection35,5,586,24,47,23.03
intersection40,5,586,23,33,11.83
intersection44,5,586,17,21,20.5
intersection97,5,586,1,6,4.42
intersection109,5,586,14,30,11.97
intersection133,6,700,0,0,0.0
intersection141,6,700,0,0,0.0
intersection33,6,702,27,55,9.35
intersection35,6,702,30,30,30.22
intersection40,6,702,20,31,25.71
intersection44,6,702,19,30,8.4
intersection97,6,702,3,6,25.0
intersection109,6,702,25,20,7.73
intersection133,7,816,0,0,0.0
intersection141,7,816,0,0,0.0
intersection33,7,819,17,57,32.99
intersection35,7,819,41,38,50.8
intersection40,7,819,15,43,14.93
intersection44,7,819,17,22,13.23
intersection97,7,819,2,5,22.0
intersection109,7,819,8,33,17.61
intersection133,8,932,0,0,0.0
intersection141,8,932,0,0,0.0
intersection33,8,935,21,76,7.39
intersection35,8,935,34,59,36.04
intersection40,8,935,34,22,15.14
intersection44,8,935,15,28,9.3
intersection97,8,935,0,9,28.56
intersection109,8,935,33,23,18.46
intersection133,9,1048,0,0,0.0
intersection141,9,1048,0,0,0.0
intersection33,9,1052,14,49,21.7
intersection35,9,1052,36,49,22.01
